ID|word|meaning
2581|resignation|n.放弃,辞职,反抗
2582|salmon|n.鲑,大马哈鱼
2583|breadth|n.宽度,幅
2584|hear|v.听见,审讯,(from)收到…的信/电话,听说
2585|idea|n.想法,念头,概念,观念,意见,主意
2586|appetite|n.食欲
2587|outstanding|a.突出的,显著的,杰出的
2588|carpentry|n.木工工作。
2589|letter|n.信,函件,字母,文字
2590|superstructure|n.(建筑物,铁路等的)上部构造,上层建筑。
2591|herbivorous|adj.食草的。
2592|tool|n.工具,用具,方法,手段
2593|dub|vt.[电影]配音,轻点,授予称号,打击。n.鼓声,笨蛋。
2594|catastrophe|n.大灾难,(悲剧)结局
2595|surface|n.表面,外表a.表面的,肤浅的
2596|difference|n.差别,差异,分歧
2597|desirable|a.值得弄到手的,吸引人的
2598|defeat|v.击败n.失败
2599|delusive|adj.令人产生错觉的
2600|coach|n.长途公共汽车,铁路客车,教师,教练v.辅导,训练
2601|modified|adj.改良的,改进的
2602|manipulation|n.操纵,操作
2603|lily|n.百合,百合花,睡莲
2604|toss|v./n.扔,掷,摇摆
2605|southern|a.南方的,南部的
2606|always|ad.总是,无例外地,永远,始终
2607|digestion|n.消化
2608|electron|n.电子
2609|obligate|vt.使负义务。adj.有责任的。
2610|hind|adj.后面的,后部的
2611|extent|n.广度,宽度,长度,程度,限度
2612|demanding|adj.对人要求严格的
2613|consist|vi.组成,存在
2614|preservation|n.保存,储藏,保持
2615|salute|vi.行礼,致敬,问候,vt.向…致意,向…敬礼,赞扬,颂扬,n.敬礼,致意
2616|multiplication|n.增加,繁殖,乘法
2617|predict|v.预言,预测,预告
2618|aid|n.援助,救护,助手,辅助物vi.援助,救援
2619|pistol|n.手枪
2620|minimum|n.最小量,最低限度
2621|abundant|a.大量(充足)的,(in)丰富(富裕)的
2622|microfilm|n.[摄]缩影胶片。v.缩微拍摄
2623|king|n.君主,国王
2624|reach|v.抵达,(out)伸手,够到n.能达到的范围
2625|motto|n.座右铭,箴言
2626|call|vt.叫,喊,打电话vi.叫,访问n.叫,号召
2627|mat|n.席子,垫子
2628|wallaby|n.[动]小袋鼠,<复><口>澳洲土人。
2629|persuade|v.说服,劝说,(of)使相信
2630|verse|n.韵文,诗,诗节,诗句
2631|commit|vt.犯(罪),干(坏事),使(自己)承担义务,作出保证,承诺,把…交托给
2632|herculean|adj.力大无比的,巨大的。
2633|pinnacle|n.小尖塔,山顶,顶点。vt.造小尖塔,把...放在极高处。
2634|onion|n.洋葱
2635|elemental|a.基本的,自然力的
2636|summit|n.顶点,高峰,峰会(最高级会谈)
2637|difficult|a.困难的,艰难的
2638|affect|vt.影响
2639|suite|n.套间,一套家具,套,组,系列
2640|artery|n.动脉,要道。
2641|sorrowful|a.使人伤心的,悲伤的
2642|disgraceful|adj.耻辱的,受辱的
2643|emit|vt.散发,发射
2644|admire|vt.钦佩,赞赏,羡慕,称赞,夸奖
2645|notary|n.公证人
2646|laborer|n.劳工,劳动者
2647|exhaust|n.排气,v.(使)疲倦,用尽,弄空,详述
2648|malleable|adj.有延展性的,可锻的。
2649|ease|v./n.减轻,放松,小心移置,舒适
2650|greatly|ad.大大地,非常
2651|craftsmanship|n.手艺
2652|speculation|n.推测,投机
2653|sweat|n.汗v.(使)出汗
2654|grandson|n.孙子,外孙子
2655|happily|adv.幸运地
2656|item|n.条款,项目,一条(新闻)
2657|warn|vt.警告vi.发出警告
2658|devour|vt.狼吞虎咽地吃,挥霍,耗尽
2659|arrogantly|adv.傲慢地
2660|superstition|n.迷信,迷信行为
2661|tack|n.平头打vt.钉住
2662|easily|ad.容易地,舒适的
2663|exoneration|n.免罪,免除
2664|miserable|a.悲惨的,使人难受的
2665|averagely|adv.平均
2666|faction|n.派别,宗派,小集团
2667|hardship|n.艰难,困苦
2668|enclose|vt.把…围起来,把…封入信封
2669|mangrove|n.[植]红树林。
2670|earphone|n.耳机
2671|opium|n.鸦片,麻醉剂
2672|liability|n.责任,义务,(pl.)债务
2673|depletion|n.损耗。
2674|elevate|vt.提升…的职位,提高,改善,使情绪高昂,使兴高采烈,举起,使上升
2675|eighty|num./a.八十pron.八十(个,只…)
2676|hard|a.坚硬的,结实的,困难的,难忍的,严厉的
2677|alive|a.活着的,存在的,活跃的,(to)敏感的
2678|deflection|n.偏斜,歪斜,偏差
2679|bus|n.公共汽车,总线,信息通路
2680|coffee|n.咖啡(色)
2681|financier|n.金融家
2682|ply|v.使用,固定往来,持续大量供应n.(夹板的)层片
2683|cooperation|n.合作,协作
2684|alchemy|n.炼金术,魔力。
2685|belief|n.信任,相信,信念,信仰,信条
2686|alienation|n.异化
2687|happening|n.事件
2688|damage|v./n.损害,毁坏n.(pl.)损害赔偿费
2689|copper|n.铜,铜币,铜制器
2690|previously|ad.先前,预先
2691|betrayal|n.背叛,暴露
2692|benzene|n.[化]苯。
2693|overcoat|n.外衣,大衣
2694|daring|adj.大胆的,勇敢的
2695|recur|v.(尤指不好的事)一再发生,重现
2696|mincer|n.粉碎机
2697|chapter|n.章,回,篇
2698|sneeze|vi.打喷嚏,发喷嚏声n.喷嚏
2699|youthful|a.年轻的,青年的
2700|stadium|n.露天运动场
2701|prosecution|n.起诉,诉讼,原告,实施,从事,进行
2702|pork|n.猪肉
2703|flow|v.流,流动n.流量,流速
2704|comb|n.梳子v.梳(理)
2705|propagate|vt./vi.繁殖,增殖,传播,宣传
2706|freezer|n.冷冻箱
2707|tale|n.故事,传说
2708|ammonia|n.[化]氨,氨水。
2709|summon|vt.召唤,传唤,鼓起,聚集
2710|grain|n.谷物,谷类,颗粒,细粒
2711|owe|vt./vi欠债,感激,由于
2712|awkward|a.难使用的,笨拙的,尴尬的
2713|reverence|n.尊敬,崇敬
2714|forerunner|n.先驱(者),传令官,预兆。
2715|rubbish|n.垃圾,废物,废话
2716|value|n.价格,价值,实用性v.评价,估价,尊重
2717|district|n.地区,行政区,美国各州的众议院选区
2718|radical|a.根本的,基本的,政治激进的
2719|poke|v./n.拨,戳
2720|willing|a.愿意的,乐意的,心甘情愿的
2721|neat|a.整洁的,雅致的,灵巧的,纯的,不掺水的
2722|eradicate|v.根除
2723|leafy|adj.叶状的,多叶的,阔叶的,树叶茂盛的。
2724|astronomical|adj.天文学的
2725|possessive|adj.所有(格)的
2726|immediate|a.立即的,即时的,直接的,最接近的
2727|wording|n.措辞
2728|scalpel|n.解剖刀。
2729|navigable|a.(江河、海洋)可航行的,可通航的,(船)适航的
2730|beam|n.梁,光束,飞机导航无线电射束,v.发光,发热,微笑,定向发出(无线电信号)
2731|translucent|adj.半透明的,透明的。
2732|junior|n.较年幼者,a.较年幼的,等级较低的
2733|cassette|n.磁带盒,照相软片盒
2734|moss|n.苔,藓,地衣
2735|booklet|n.小册子
2736|maintain|vt.维持,抚养,坚持,维修
2737|shot|n.开枪,射击,投篮,弹丸,炮弹,子弹
2738|leg|n.腿,腿部,支柱,(旅程的)一段,一站
2739|murderer|n.杀人犯,凶手
2740|canteen|n.食堂,小卖部,餐具箱,水壶
2741|hate|v.恨,憎恨,不愿,不喜欢n.恨,憎恶
2742|snag|n.障碍。v.阻碍。
2743|mainly|ad.主要地,大体上
2744|forefinger|n.食指
2745|rival|n.竞争者,对手
2746|zipcode|n.邮政编码
2747|acceptance|n.接受,接收,验收,接纳,承认,认可
2748|past|a.过去的ad.过n.过去,昔日prep.(经)过
2749|observation|n.观察,观测,监视,(pl.)观察资料,观察力
2750|exertion|n.尽力,竭力
2751|rank|n.军衔,社会阶层,排v.分等级,把…分类
2752|play|v.玩,做游戏,参加比赛n.游戏,玩耍,剧本
2753|analogue|n.类似物,相似体,模拟
2754|fragment|n.碎片,片断,vi.裂成碎片
2755|inspector|n.检查员,巡官
2756|summary|a.概括的,即时的,n.摘要,概要
2757|include|v.包括,包含,计入
2758|injection|n.注射,注入,充满
2759|originally|adv.原来,当初
2760|warden|n.典狱官,看守人,学监,区长,(供煮食的)一种冬梨。
2761|importation|n.进口
2762|malnutrition|n.营养失调,营养不良。
2763|pertinence|n.有关性,相关性,针对性
2764|destine|vt.命定,注定,预定
2765|pompous|adj.华而不实的。
2766|keyhole|n.钥匙孔
2767|print|n.印刷,印刷品,字体v.印刷,出版,洗印
2768|reward|n./v.奖赏
2769|remind|vt.提醒
2770|attract|vt.引起的注意(或兴趣等),吸引,引起,激起
2771|franchise|n.特许权
2772|ruin|v.毁灭,(使)破产n.毁灭,崩溃,(pl.)废墟
2773|slang|n.俚语,行话,黑话
2774|preceding|a.在前的,在先的
2775|exhausted|adj.精疲力竭的
2776|offer|v.提出,表示,n.提供,提议
2777|gradual|a.逐渐的,不陡的
2778|similarity|n.类似,相似,类似点
2779|official|n.官员,行政官员a.官方的,官方的,正式的
2780|errand|n.差使,差事
2781|judgement|n.意见,审判,判断
2782|treaty|n.条约,协议,协商
2783|heavy|a.重的,重型的,沉重的,大量的,猛烈的
2784|finite|a.有限的,限定的
2785|contempt|n.轻蔑,不尊敬,轻视
2786|amidst|prep.在...当中。
2787|coordination|n.协调,配合
2788|lest|conj.惟恐,免得
2789|change|n.改变,变化,零钱v.更换,调换,交换,改变
2790|supermarket|n.超级市场
2791|fortunate|a.幸运的,侥幸的
2792|seventy|num.七十,七十个
2793|customs|n.海关
2794|tortoise|n.龟,乌龟
2795|optional|a.可以任选的,随意的,非强制的
2796|architect|n.建筑师,设计师
2797|salad|n.色拉,凉拌菜
2798|adjustment|n.调整
2799|tin|n.罐头,锡a.锡制的vt.镀锡于
2800|viable|adj.能养活的,能生育的,可行的。
2801|move|v.移动,迁移,活动,感动n.移动,活动,行动
2802|peak|n.山顶,最高点,峰,山峰a.高峰的,最高的
2803|client|n.顾客,客户委托人
2804|significant|a.有意义的,重大的,重要的
2805|apparent|a.明显的,表面上的
2806|clarify|v.澄清,使液体清洁
2807|television|n.电视,电视机
2808|optimal|adj.最佳的
2809|transmission|n.传递,播送电视节目,汽车传动系统
2810|available|a.可获得的,可用的
2811|perceptible|adj.可察觉的,显而易见的,感觉得到的。
2812|meek|a.温顺的,谦逊的
2813|sexual|adj.性的,性感的
2814|normally|ad.通常,正常地
2815|flock|n.(鸟兽)群,一群人,群集
2816|sentence|n.句子,判决,宣判v.宣判,判决
2817|handle|n.柄,把手,拉手v.处理,对待,操纵,触,抚养
2818|accompaniment|n.伴侣,伴奏
2819|paranoia|n.[心]妄想狂,偏执狂。
2820|literate|n.有文化的
2821|truthful|adj.诚实的,真正的
2822|debate|v./n.争论,辩论
2823|lobster|n.龙虾
2824|foreigner|n.外国人
2825|aerial|a.空气的,空中的n.(无线电)天线
2826|trumpet|n.喇叭,喇叭声
2827|ungainly|adj.难看的,不象样的,笨拙的。adv.笨拙地,难看地,不雅地。
2828|yeast|n.酵母
2829|sender|n.寄信人
2830|school|n.学校,(大学里的)学院,上学,学业,学派
2831|relinquish|vt.放弃,撤回
2832|counsel|n.忠告,劝告,评议,律师,vt.忠告,劝告
2833|prolific|adj.多产的,丰富的,大量繁殖的。
2834|delinquent|adj.拖欠的
2835|handbag|n.手袋,手提包
2836|constant|a.经常的,不变的,坚定的
2837|manner|n.方式,举止,(pl.)风度,礼貌,规矩,风俗
2838|condolence|n.哀悼,吊唁。
2839|subscription|n.预约,用户,订阅费
2840|waterproof|a.防水的,耐水的
2841|appear|vi.出现,出场,问世,仿佛,出版,发表
2842|precipitate|n.沉淀物。vt.猛抛,使陷入,促成,使沉淀。vi.猛地落下。adj.突如其来的,陡然下降(或下落)的,贸然轻率的
2843|necklace|n.项链,项圈
2844|counterpart|n.对应的物或人
2845|swirl|n.漩涡,涡状形。vt.使成漩涡。vi.打漩,盘绕,头晕。vi.<口>挥击,大口喝酒
2846|eyebrow|n.眉毛
2847|disapproval|n.不批准
2848|repetition|n.重复
2849|c/o|v.(缩)请转交
2850|employer|n.雇主
2851|semester|n.学期。
2852|fission|n.裂开,分裂生殖
2853|short|a.短的,矮的,(of)缺乏,不足n.(pl.)短裤
2854|humid|a.湿的,湿气重的
2855|predisposition|n.易患病的体质。
2856|preacher|n.鼓吹者,宣教士
2857|postman|n.邮递员
2858|customer|n.顾客,主顾
2859|proposal|n.提议,建议,求婚
2860|involve|vt.包含,使卷入,牵涉
2861|inadequate|a.不充足的,不适当的
2862|picture|n.画,图片,影片,美景v.画,描述,想象
2863|clarification|n.澄清
2864|substantiate|vt.证实,证明
2865|behavior|n.行为,举止,(机器等)运转情况
2866|computerization|n.计算机化
2867|oasis|n.(沙漠中)绿洲,舒适的地方。
2868|ascend|vi.渐渐上升,升高vt.攀登,登上
2869|governor|n.统治者,管理者,总督,州(省)长
2870|deficit|n.空额,赤字
2871|circumstance|n.情况,形势,环境,事件
2872|parking|n.停放车辆
2873|aggregation|n.总计,集合
2874|instinct|n.本能
2875|butt|n.大酒桶,桶
2876|inspection|n.检查,审视,检阅
2877|without|prep.无,没有n.外面,外部
2878|cute|adj.可爱的,聪明的,伶俐的,装腔作势的。
2879|highland|n.高地,高原
2880|glamour|n.[亦作glamor]魔力,魅力。v.迷惑。
2881|pea|n.豌豆
2882|poker|n.扑克,拨火铁棒,直挺挺的,僵硬的
2883|demolish|vt.拆毁,废除,驳倒
2884|respectfully|adv.恭敬地
2885|occupy|vt.占,占用,占领,使忙碌,使从事
2886|strongly|ad.强壮地,强烈地
2887|pony|n.小马
2888|mutation|n.变化,转变,元音变化,(生物物种的)突变。
2889|hull|n.外壳,豆荚,薄膜
2890|alien|n./a.外侨,外国的,不相容的
2891|illuminate|vt.照亮,用灯装饰,阐明
2892|vision|n.视力,视觉,远见,洞察力,幻想,幻影,想象力
2893|combustion|n.燃烧。
2894|deceive|vt.欺骗,诓骗
2895|pervade|v.遍及。
2896|glow|vi.发出光和热,脸发红发热,n.光辉
2897|penny|n.便士,美分
2898|altogether|ad.完全,总之,全部地,总共,总而言之
2899|late|a.迟的,晚的,晚期的,已故的ad.迟,晚
2900|missionary|a.教会的,传教(士)的n.传教士
2901|shoe|n.鞋
2902|fusion|n.熔化,熔解,熔合,熔接。
2903|dozen|n.一打,十二个
2904|ulcer|n.溃疡
2905|spectacular|a.壮观的
2906|northeast|n.东北a.东北方的ad.向东北,在东北
2907|acceleration|n.加速,加速度
2908|ingenuity|n.机灵,设计新颖
2909|revision|n.修改,修订,复习,温习
2910|jacket|n.短上衣,茄克衫
2911|meal|n.膳食,一餐
2912|trespass|n.过失,罪过,侵入。v.侵入。
2913|lenient|adj.宽大的,仁慈的,慈悲为怀的。
2914|differently|adv.不同地
2915|humiliate|vt.羞辱,使丢脸
2916|obsess|vt.迷住,使困扰。
2917|definition|n.定义,解释,(轮廓影像等的)清晰度,阐明,
2918|vocation|n.职业,召唤,天命,天职,才能
2919|roll|n./v.卷,滚动,隆隆声
2920|captive|n./a.俘虏,迷恋者,被俘虏的,被拴住的
2921|zoology|n.动物学
2922|flexibility|n.柔韧,灵活性
2923|favor|n.好感,喜爱,关切v.赞成,支持,偏爱
2924|negotiable|a.可谈判的,可商议的,可兑换现金的,可通行的(道路、河流)
2925|her|pron.她,[she的所有格
2926|consolidate|v.巩固,加强,把…合为一体
2927|sarcastic|a.讽刺的
2928|main|a.主要的,总的n.总管道,干线
2929|when|ad./pron.何时,当时conj.那时,然后,而
2930|robot|n.机器人,自动机械
2931|attribute|vt.归因于,n.属性,象征,标志
2932|pound|n.磅,英镑v.(连续)猛击,(猛烈)敲打,捣碎
2933|ordeal|n.严酷的考验,痛苦的经验,折磨。
2934|moonlight|n.月光
2935|stationary|a.固定的,定置的,不变动的,不移动的
2936|likelihood|n.可能性
2937|conscientiously|adv.认真地
2938|weekend|n.周末
2939|frightening|adj.令人害怕的
2940|dealer|n.商人
2941|copy|n.抄本,摹本,(一)本vt.抄写,考试中抄袭
2942|civil|a.公民的,市民的,民间的,民用的,有礼貌的
2943|designation|n.指定,委派
2944|lighter|n.打火机,引燃器
2945|brood|n.同窝幼鸟,一个家庭的孩子,vi.孵幼雏,沉思
2946|indebtedness|n.感激
2947|infinity|n.大量,大宗,无穷大
2948|tiresome|a.使人厌倦的,讨厌的
2949|ball|n.球(状物),(正式的)舞会vt.把…捏成球状
2950|mend|v.修理,缝补,改正,改进
2951|indifferent|a.不感兴趣的,不关心的,质量不高的
2952|disadvantage|n.不利,不利地位
2953|cavern|n.酒馆
2954|imminent|a.迫近的,紧迫的
2955|multifunction|n.多功能的
2956|deterioration|n.退化
2957|severe|a.严厉的,严重的,剧烈的
2958|ingot|n.[冶]锭铁,工业纯铁。
2959|try|v.尝试,试图,试验,试用,审讯n.尝试
2960|Germany|n.德意志,德国
2961|exotic|adj.异国情调的,外来的,奇异的。
2962|eager|a.(for)渴望的,热切的
2963|box|n.盒,箱,包厢v.把…装箱,拳击,打耳光
2964|adjoin|vt.贴近,与…毗连
2965|circuit|n.周游,电路,协会
2966|saline|adj.盐的,苦涩的,由碱金属(或含镁之盐类)组成的。n.盐湖,盐田,装盐所。
2967|historical|a.历史的,有关历史的
2968|upkeep|n.维持,维修费。
2969|due|a.正当的,预定应到的,由于n.应得之物,俱乐部会费
2970|sneer|vi.&n.冷笑,嘲笑
2971|eyelid|n.眼睑
2972|partially|ad.部分地
2973|college|n.学院,高等专科学校,大学
2974|paramount|adj.极为重要的。
2975|get-together|n.集会,聚会
2976|doubtful|a.怀疑的,有疑问的
2977|debit|n.借方
2978|stimulation|n.刺激
2979|expenditure|n.花费,(时间,金钱等的)支出,消耗
2980|terrestrial|adj.陆地。
2981|sewer|n.下水道,缝具,缝纫者。
2982|inexorable|adj.无情的
2983|sluggish|adj.行动迟缓的。
2984|housework|n.家务,家事(不可数)
2985|Denmark|n.丹麦
2986|candidate|n.候选人,应试人
2987|haunt|vt.常去,(鬼,魂)常出没于,(思想)萦绕,n.常去的地方
2988|pity|v.(觉得)可怜,惋惜n.憾事,怜悯
2989|sniff|vi.嗅…味道,抽鼻涕,对嗤之以鼻,蔑视
2990|supplier|n.供应商
2991|wine|n.葡萄酒,果酒
2992|tolerable|a.可忍受的,可容许的,尚好的
2993|subdivide|vt.把…再分
2994|modification|n.缓和,修改,修饰
2995|tip|n.尖端,末端,小费n./v.轻击,倾斜,给小费
2996|intensive|a.加强的,集中的,深入细致的,精耕细作的
2997|poisonous|a.有毒的,恶意的,恶毒的,道德败坏的
2998|coeducation|n.男女同校。
2999|panacea|n.万能药。
3000|marshal|n.元帅,陆军元帅
3001|bachelor|n.单身汉,学士
3002|elimination|n.消灭,排除,消除
3003|enjoyable|adj.愉快的
3004|wither|vt./vi.使枯萎,使凋谢,使人感觉羞惭或迷惑
3005|sometimes|ad.不时,有时,间或
3006|downfall|n.衰败,垮台,大雨,落下。
3007|infest|v.大批滋生。
3008|tranquilizer|n.镇定剂,使镇定的人或物。
3009|filament|n.细丝,灯丝。
3010|futures|n.期货
3011|stern|a.严厉的,严格的,n.船尾
3012|cutter|n.用于切割的器械
3013|critic|n.批评家,评论家
3014|clasp|n./v.扣子,紧握,拥抱
3015|anchor|n./v.锚,危难时可依靠的人或物,用锚泊船
3016|beak|n.鸟嘴
3017|obscure|a.不出名的,不重要的,费解的,模糊不清的,vt.使变模糊,掩盖
3018|comparatively|adv.比较地
3019|beloved|a./n.被热爱的(人)
3020|massacre|n./vt.大屠杀,残杀
3021|likewise|ad.同样地,也
3022|outlay|n.费用,支出
3023|thought|n.思想,思考,思维,意图,打算,想法
3024|tape-recorder|n.录音机
3025|residue|n.残余,渣滓,滤渣,残数,剩余物。
3026|wail|n.悲叹,哀号,痛快。vi.悲叹,哀号,嚎啕。vt.悲痛(某人的悲惨遭遇)
3027|queen|n.女王,皇后,王后
3028|decompose|v.分解,腐败,腐烂
3029|eruption|n.喷发,爆发
3030|ending|n.结尾,结局
3031|profess|v.表白
3032|reap|vt./vi.收割,收获,获得,得到
3033|modify|vt.修改,修饰
3034|accelerate|v.加速,变快
3035|fleet|n.舰队,船队
3036|tyre|n.轮胎
3037|torment|n.剧烈痛苦,折磨,烦扰,v.折磨,纠缠
3038|straight|a.直的,整齐的,端正的ad.直接,正直,直率
3039|refusal|n.拒绝
3040|tenacious|adj.顽强的。
3041|go|v.去,离开,走,放置,变成,运转n.围棋
3042|lens|n.透镜,(眼睛)水晶体
3043|very|ad.很,非常,完全a.正是的,真正,真实的
3044|cosmopolitan|a.全世界的,世界主义的
3045|misery|n.痛苦,悲惨,不幸
3046|enforce|vt.强迫服从,实施,加强
3047|assert|vt.维护,宣称
3048|bucket|n.水桶,一桶之量
3049|mildew|n.霉,霉菌,(植物的)霉病。vi.发霉,生霉。vt.使发霉。
3050|theme|n.题目,主题
3051|decorate|vt.装饰,油漆,授勋
3052|confer|v.协商,授予
3053|congressman|n.国会议员
3054|sex|n.性别,性
3055|loom|vi.隐隐呈现,赫然耸现,n.织机,织造(术)
3056|beneath|prep.在…下边,在…之下ad.在下方
3057|tropic|n.回归线
3058|finger|n.手指,指状物,指针
3059|subsidy|n.补助金,津贴。
3060|liberate|vt.解放,释放
3061|adept|adj.熟练的,拿手的。n.老手,擅长者
3062|indebted|adj.感激的,感恩的
3063|granary|n.谷仓。
3064|hydraulic|a.水力的,水力学的
3065|perplex|vt.困惑,迷惑
3066|ridiculous|a.可笑的,荒谬的
3067|apologetic|adj.道歉的,认错的,辩护的。
3068|experiment|n.实验,试验v.(on)进行实验,做试验
3069|calorie|n.卡(热量单位)
3070|pebble|n.卵石
3071|department|n.部,局,处,科,部门,系,学部
3072|renowned|adj.有名的,有声誉的。
3073|view|n.视野,风景,观察,见解,照片vt.观察,认为
3074|tyrannical|adj.残暴的。
3075|dismay|n./vt.(使)灰心丧气,惊愕
3076|airmail|n.航空邮件
3077|thoughtful|a.深思的,关心的,周到的
3078|texture|n.(织品的)质地,(木材,岩石等的)纹理,(皮肤)肌理,(文艺作品)结构。
3079|prophesy|n.预言
3080|accord|vi.相一致,相符合,vt.授予,赠与,n.一致,符合,(尤指国与国之间的)谅解
3081|astronaut|n.太空人,太空旅行者
3082|interact|vi.互相作用,互相影响
3083|option|n.选择(权),[商
3084|universally|ad.普遍地,一般地
3085|unless|conj.除非prep.除…外
3086|agreed|adj.商定的
3087|program|n.节目,计划,规划,程序v.编程序
3088|hinge|n.铰链,合页,关键,v.给…安铰链,随…而定
3089|vacancy|n.空缺,空位
3090|deficient|a.缺乏的,欠缺的
3091|stow|v.装载,理舱
3092|simply|ad.简单地,完全,简直,仅仅,只不过,朴素地
3093|cluster|n.一串,一簇,vi.群集,丛生
3094|stabilize|v.稳定。
3095|sneak|vi.偷偷地走,溜vt.偷偷地做(或拿、吃)
3096|credit|n.信誉,信用v.相信
3097|land|n.陆地,土地,国家v.(使)靠岸(登陆,降落)
3098|aroma|n.芳香,香气,香味。
3099|exalt|v.抬高,发扬
3100|session|n.一段时间,开庭,开庭期,学期
3101|constraint|n.强迫,结束,强制力
3102|puppy|n.小狗,幼小的动物
3103|consequently|ad.结果,因此,所以
3104|spy|n.间谍v.当间谍,刺探,察觉,发现
3105|olive|n.橄榄,橄榄树
3106|suitcase|n.衣箱
3107|round|a.圆的prep.围绕ad.在周围v.绕行n.(一)回合
3108|astonish|vt.使惊讶,使吃惊
3109|pastry|n.面粉糕饼,馅饼皮。
3110|boycott|vt./n.联合抵制
3111|boxing-day|n.节礼日
3112|shock|n./vt.(使)震惊
3113|training|n.训练,培养
3114|caravan|n.车队,大蓬车
3115|mansion|n.大厦,官邸
3116|candid|adj.坦白的,直率的
3117|pretext|n.借口,托辞。v.借口
3118|bait|n.饵,诱惑物,v.装饵,辱骂,欺侮
3119|plough|n./v.犁,犁形器具,犁地
3120|route|n.路线,路程
3121|repudiate|n.拒绝接收,拒付
3122|muscular|a.肌肉的,肌肉发达的,强有力的
3123|eminently|adv不寻常地。
3124|lie|vi.躺,平放,处于,位于v.说谎n.谎话
3125|flora|n.[罗神]花神。
3126|odds|n.可能的机会,成败的可能性,优势,不均,不平等,几率,差别。
3127|quarterly|a./n.季度的,季刊
3128|hurry|vi.匆忙vt.催促,急运(派)n.急(匆)忙
3129|intersection|n.[数]交集,十字路口,交叉点。
3130|spirit|n.精神,志气,(pl.)情绪,心情,(pl.)酒精
3131|forever|adv.永远,总是
3132|triple|n.三倍数a.三倍的,三部分构成的v.使成三倍
3133|certainty|n.必然的事,必然,确实,肯定
3134|rapid|a.快,急速的n.(pl.)急流,湍滩
3135|tame|a.驯服了的,(人)顺从的,听话的
3136|offensive|a.冒犯的,攻击的n.攻势,进攻
3137|horror|n.恐怖,战栗
3138|wheat|n.小麦
3139|submerge|vt.放于水下,使沉没
3140|schooling|n.学校教育
3141|way|n.道路,路程,方法/式,手段,习惯,状态
3142|linger|vi.逗留,徘徊,动作迟缓,苟延残喘
3143|novelist|n.小说家
3144|off-duty|adj.不当班的
3145|morale|n.士气,斗志
3146|meticulously|adv.胆小地
3147|filth|n.污秽,淫猥
3148|flush|n.脸红v.发红,奔流a.洋溢的,富裕的,齐平的
3149|unprecedented|adj.前所未有的
3150|legend|n.传说,传奇
3151|interface|n.接合部位,分界面v.(使)互相联系
3152|lurk|n.潜伏,埋伏。vi.潜藏,潜伏,埋伏。
3153|alpine|adj.高山的,阿尔卑斯山的。
3154|finicky|adj.过分注意的,过分讲究的,过分周到的。
3155|decent|a.正当的,合适的,得体的,尚可的
3156|calculator|n.计算机,计算器。
3157|camera|n.照相机,摄影机
3158|fourteen|num.十四,十四个
3159|lose|v.丢失,迷路,输掉,亏本,失败,走慢,使沉湎于
3160|loss|n.丧失,遗失,损失,损耗,亏损,失败
3161|notoriety|n.恶名,丑名,声名狼藉,远扬的名声。
3162|cell|n.细胞,小房间,蜂房,电池
3163|replacement|n.取代,替换,替换物,代替物
3164|articulate|adj.有关节的,发音清晰的。vt.用关节连接,接合,清晰明白地说。
3165|anatomy|n.剖析,解剖学。
3166|palatable|adj.美味的。
3167|tidy|a.整洁的,有条理的
3168|detest|vt.厌恶,憎恨。
3169|dictate|v.听写,口授,命令,支配
3170|potato|n.马铃薯,土豆
3171|ornament|n.装饰,装饰物
3172|aminoacid|氨。
3173|dispute|v./n.争论,争执,质疑
3174|follow|v.跟随,接着,领会,沿着…前进,遵循,结果是
3175|reflection|n.映像,倒影,反省,沉思
3176|obstruction|n.妨碍,障碍物
3177|economy|n.节约,经济
3178|pointless|adj.无意义的。
3179|hillside|n.(小山)山腰,山坡
3180|fluff|n.软毛,柔毛,绒毛,错误,无价值的东西。vi.起毛,变松,出错。vt.使起毛,抖松,念错(台词)。
3181|trousers|n.裤子
3182|pivot|n.枢轴,支点,(讨论的)中心点,重点。adj.枢轴的。vi.在枢轴上转动。vt.装枢轴于
3183|imperialist|n.帝国主义者
3184|removal|n.移动,迁居,除去
3185|intrigue|n.阴谋,诡计。vi.密谋,私通。vt.激起...的兴趣,用诡计取得
3186|hello|int.英(美)喂,你好(用来打招呼或引起注意)
3187|heap|n./vt.堆,一堆,堆积,许多,大量,装载
3188|mechanics|n.力学,技术性细节
3189|preoperative|adj.外科手术前的。
3190|up|ad.向上,…起来,…完,起床prep.向上
3191|overlapping|adj.相互重叠的
3192|climactic|adj.顶点的,渐层法的,高潮的。
3193|mammal|n.哺乳动物。
3194|Venus|n.维纳斯,美人,色情
3195|vinegar|n.醋
3196|turn|v./n.(使)转动,(使)旋转,(使)转变n.机会
3197|section|n.部分,零件,剖面,横断面,阶层
3198|organizational|adj.组织的
3199|grasshopper|n.蚱蜢,蝗虫,蚂蚱
3200|affiliate|v.使隶属于,使加入
3201|latent|a.潜伏的,潜在的
3202|etiquette|n.礼节。
3203|prosecutor|n.检察官
3204|trader|n.商人,商船
3205|bitterly|ad.苦苦地,悲痛地
3206|lot|n.许多,大量,签,抽签,命运,场地
3207|impression|n.印象,感想,盖印,压痕
3208|fascist|n.法西斯分子
3209|safety|n.安全,保险,安全设备,保险装置
