ID|word|meaning
2313 | heterogeneous | adj. [化学] 多相的；异种的；[化学] 不均匀的；由不同成分形成的
2314 | actuate | v. 开动（机器等）；促使，驱使；激励（人等）
2315 | cumulative | adj. 累积的
2316 | tutelage | n. 监护；指导
2317 | breech | n. 臀部；后膛 vt. 给…穿上裤子；给…装上炮尾
2318 | hallowed | adj. 神圣的，神圣化的
2319 | therapeutic | adj. 治疗的；治疗学的；有益于健康的 n. 治疗剂；治疗学家
2320 | occasion | n. 时机，机会；场合；理由 v. 引起，惹起
2321 | abidance | n. 持续；遵守；居住
2322 | hydrocarbon | n. [有化] 碳氢化合物
2323 | lavish | adj. 浪费的；丰富的；大方的 v. 浪费；慷慨给予；滥用
2324 | effete | adj. 衰老的；疲惫的；（土地）贫瘠的；（动植物）不育的
2325 | pathogen | n. 病原体；病菌
2326 | voluminous | adj. 大量的；多卷的，长篇的；著书多的
2327 | gradual | adj. 逐渐的；平缓的 n. 弥撒升阶圣歌集
2328 | truism | n. 自明之理；老生常谈；老套；众所周知；真实性
2329 | rational | adj. 合理的；理性的 n. 有理数
2330 | locus | n. [数] 轨迹；地点，所在地
2331 | population | n. 人口；[生物] 种群，[生物] 群体；全体居民
2332 | circulate | v. 传播，流传；循环；流通
2333 | noticeable | adj. 显而易见的，显著的；值得注意的
2334 | obsolete | adj. 废弃的；老式的 n. 废词；陈腐的人 vt. 淘汰；废弃
2335 | malaise | n. 不舒服；心神不安
2336 | factorable | adj. 可分解因子的
2337 | sensual | adj. 感觉的；肉欲的；世俗的；感觉论的
2338 | syllable | n. 音节 vt. 划分音节 vi. 按音节发音；讲话
2339 | tremendous | adj. 极大的，巨大的；惊人的；极好的
2340 | sprightly | adj. 活泼的；愉快的 adv. 活泼地
2341 | obnoxious | adj. 讨厌的；可憎的；不愉快的
2342 | relinquish | v. 放弃；放手；让渡
2343 | adroit | adj. 敏捷的，灵巧的；熟练的
2344 | ballad | n. 歌谣，民谣；叙事歌谣；流行抒情歌曲
2345 | reimburse | v. 偿还；赔偿
2346 | prominent | adj. 突出的，显著的；杰出的；卓越的
2347 | albeit | conj. 虽然；即使
2348 | barbarian | adj. 野蛮的；未开化的 n. 野蛮人
2349 | rigor | n. 严厉；精确；苛刻；僵硬
2350 | inure | v. 使…习惯；使…适应
2351 | elated | adj. 兴高采烈的；得意洋洋的 v. 使兴奋（elate的过去式和过去分词）
2352 | prickle | n. 刺；刺痛；植物的皮刺；针刺般的感觉 v. 针一般地刺；戳；使感到刺痛
2353 | libel | n. 诽谤罪；诋毁；毁坏名誉的东西；控诉书 v. 中伤；控告；对…进行诽谤
2354 | diverse | adj. 不同的；多种多样的；变化多的
2355 | onrush | n. 猛冲；突进；袭击；急流
2356 | rant | v. 咆哮；痛骂；大声责骂 n. 咆哮；激昂的演说
2357 | amphibious | adj. [生物] 两栖的，水陆两用的；具有双重性的
2358 | requital | n. 报答；偿还；报仇
2359 | feral | adj. 野生的；凶猛的；阴郁的
2360 | miserly | adj. 吝啬的；贪婪的
2361 | absorption | n. 吸收；全神贯注，专心致志
2362 | slogan | n. 标语；呐喊声
2363 | frivolity | n. 轻浮；轻薄；轻率
2364 | mechanical | adj. 机械的；力学的；呆板的；无意识的；手工操作的
2365 | meteorology | n. 气象状态，气象学
2366 | accelerate | v. 使……加快；使……增速
2367 | suspense | n. 悬念；悬疑；焦虑；悬而不决
2368 | underexposure | n. [摄] 曝光不足
2369 | pervious | adj. 能被通过的；能接受的；可渗透的
2370 | epidemic | adj. 流行的；传染性的 n. 传染病；流行病；风尚等的流行
2371 | heretofore | adv. 直到此时，迄今为止；在这以前
2372 | nestle | v. 舒适地坐定；偎依；半隐半现地处于
2373 | pedant | n. 学究；书呆子；卖弄学问的人；空谈家
2374 | hoarse | adj. 嘶哑的
2375 | tenacity | n. 韧性；固执；不屈不挠；黏性
2376 | bonanza | n. 富矿带；带来好运之事；幸运
2377 | inconvenient | adj. 不便的；打扰的
2378 | catalyst | n. [物化] 催化剂；刺激因素
2379 | invigorate | v. 鼓舞；使精力充沛
2380 | antique | adj. 古老的，年代久远的；过时的，古董的；古风的，古式的 n. 古董，古玩；古风，古希腊和古罗马艺术风格 v. 觅购古玩
2381 | persecution | n. 迫害；烦扰
2382 | perpendicular | adj. 垂直的，正交的；直立的；陡峭的 n. 垂线；垂直的位置
2383 | arbor | n. [植] 乔木；凉亭；藤架
2384 | rapt | adj. 全神贯注的；入迷的
2385 | faction | n. 派别；内讧；小集团；纪实小说
2386 | vacuity | n. 空虚；空白；思想贫乏；无聊之事
2387 | anonymous | adj. 匿名的，无名的；无个性特征的
2388 | autocracy | n. 独裁政治；专制政治；独裁政府；独裁统治的国家
2389 | acquisition | n. 获得物，获得；收购
2390 | reservoir | n. 水库；蓄水池
2391 | distance | n. 距离；远方；疏远；间隔 v. 疏远；把…远远甩在后面
2392 | benign | adj. 良性的；和蔼的，亲切的；吉利的 n. (Benign)人名；(俄)贝尼根
2393 | magnetism | n. 磁性，磁力；磁学；吸引力
2394 | analogous | adj. 类似的；[昆] 同功的；可比拟的
2395 | ineffectual | adj. 无效的，不起作用的；徒劳无益的 n. 无用的人；无一技之长者
2396 | complaisant | adj. 彬彬有礼的；顺从的；殷勤的
2397 | flounder | v. 挣扎，折腾；错乱地做事或说话 n. 挣扎，辗转；比目鱼
2398 | concentration | n. 浓度；集中；浓缩；专心；集合
2399 | formidable | adj. 强大的；可怕的；令人敬畏的；艰难的
2400 | hackney | n. 乘用马；出租马车；出租汽车；操贱役的人 vt. 役使；出租 adj. 供出租的
2401 | motley | adj. 杂色的；混杂的；五颜六色的 n. 混杂；杂色衣服；小丑
2402 | ethical | adj. 伦理的；道德的；凭处方出售的 n. 处方药
2403 | unknown | adj. 未知的；陌生的，默默无闻的 n. 未知数；未知的事物，默默无闻的人
2404 | abhorrence | n. 痛恨，厌恶
2405 | tenet | n. 原则；信条；教义
2406 | supplementary | adj. 补充的；追加的 n. 补充者；增补物
2407 | prosperity | n. 繁荣，成功
2408 | rookie | n. 新手
2409 | squelch | v. 消除；镇压；压碎；使…咯吱咯吱的响 n. 噪声控制；嘎吱声；压倒对方的反驳；压碎的一堆
2410 | square | adj. 平方的；正方形的；直角的；正直的 v. 使成方形；与…一致 n. 平方；广场；正方形 adv. 成直角地
2411 | spindle | n. 轴；纺锤，锭子；细长的人或物 adj. 锭子的，锭子似的；细长的 vt. 装锭子于 vi. 长得细长，变细长
2412 | quotient | n. [数] 商；系数；份额
2413 | optics | n. [光] 光学
2414 | colossus | n. 巨像；巨人；巨大的东西
2415 | proverb | n. 谚语，格言；众所周知的人或事
2416 | synthetic | adj. 综合的；合成的，人造的 n. 合成物
2417 | multiplicity | n. 多样性；[物] 多重性
2418 | fable | n. 寓言；无稽之谈 vi. 编寓言；虚构 vt. 煞有介事地讲述；虚构
2419 | elucidate | v. 阐明；说明
2420 | penury | n. 贫困；贫穷
2421 | endanger | v. 危及；使遭到危险
2422 | pretext | n. 借口；托辞 vt. 以…为借口
2423 | afresh | adv. 重新；再度
2424 | reparable | adj. 可修缮的；可补偿的；可挽回的
2425 | experiment | v. 尝试；进行实验 n. 实验，试验；尝试
2426 | fictitious | adj. 虚构的；假想的；编造的；假装的
2427 | elocution | n. 朗诵法；演说法；雄辩术
2428 | proceed | v. 开始；继续进行；发生；行进 n. 收入，获利
2429 | infamous | adj. 声名狼藉的；无耻的；邪恶的；不名誉的
2430 | obscure | adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的 v. 使…模糊不清，掩盖；隐藏；使难理解 n. 某种模糊的或不清楚的东西
2431 | quiescent | adj. 静止的；不活动的；沉寂的
2432 | scanner | n. [计] 扫描仪；扫描器；光电子扫描装置
2433 | anthropoid | adj. 类人猿的；类人的；（猿等）似人类的 n. 类人猿
2434 | doleful | adj. 寂寞的；悲哀的；阴沉的；忧郁的
2435 | prudential | adj. 谨慎的；明辨的
2436 | imminent | adj. 即将来临的；迫近的
2437 | intellect | n. 智力，理解力；知识分子；思维逻辑领悟力；智力高的人
2438 | momentum | n. 势头；[物] 动量；动力；冲力
2439 | peripheral | adj. 外围的；次要的；（神经）末梢区域的 n. 外部设备
2440 | clarification | n. 澄清，说明；净化
2441 | vicarious | adj. 替代的；代理的；发同感的
2442 | languor | n. 疲倦；无精打采；柔情；呆滞 vi. 变得衰弱无力
2443 | countless | adj. 无数的；数不尽的
2444 | prodigal | adj. 挥霍的；十分慷慨的 n. 浪子；挥霍者
2445 | overshadow | v. 使失色；使阴暗；遮阴；夺去…的光彩
2446 | aspiration | n. 渴望；抱负；送气；吸气；吸引术
2447 | drastic | adj. 激烈的；猛烈的 n. 烈性泻药
2448 | skittish | adj. （人或动物）不安的，易受惊的；难驾驭的
2449 | scale | n. 规模；比例；鳞；刻度；天平；数值范围 v. 衡量；攀登；剥落；生水垢
2450 | infest | v. 骚扰；寄生于；大批出没；大批滋生
2451 | calculable | adj. 可计算的；能预测的；可靠的
2452 | monotonous | adj. 单调的，无抑扬顿挫的；无变化的
2453 | circle | n. 循环，周期；圆；圈子；圆形物 v. 盘旋，旋转；环行
2454 | attache | n. 专员，公使；使馆随员；大使馆专员
2455 | rate | n. 比率，率；速度；价格；等级 v. 认为；估价；责骂
2456 | celibacy | n. 独身
2457 | unwieldy | adj. 笨拙的；笨重的；不灵便的；难处理的
2458 | abrogate | v. 废除；取消
2459 | allotment | n. 分配；分配物；养家费；命运
2460 | syllabus | n. 教学大纲，摘要；课程表
2461 | relevant | adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的
2462 | plasticity | n. 塑性，可塑性；适应性；柔软性
2463 | premature | adj. 早产的；不成熟的；比预期早的 n. 早产儿；过早发生的事物
2464 | lexicon | n. 词典，辞典
2465 | larceny | n. 盗窃；盗窃罪
2466 | incontrovertible | adj. 无可争议的；无疑的；明白的
2467 | perusal | n. 熟读；精读
2468 | temperance | n. 戒酒；节欲；（气候等的）温和 adj. 温暖的；有节制的
2469 | morale | n. 士气，斗志
2470 | cereal | n. 谷类，谷物；谷类食品；谷类植物 adj. 谷类的；谷类制成的
2471 | reconciliation | n. 和解；调和；和谐；甘愿
2472 | omen | n. 预兆；征兆 v. 预示；有…的前兆；预告
2473 | evade | v. 逃避；规避；逃脱
2474 | evaporation | n. 蒸发；消失
2475 | anxious | adj. 焦虑的；担忧的；渴望的；急切的
2476 | schedule | v. 安排，计划；编制目录；将……列入计划表 n. 时间表；计划表；一览表
2477 | prank | n. 恶作剧，开玩笑；戏谑 v. 装饰；打扮
2478 | perceptible | adj. 可察觉的；可感知的；看得见的
2479 | caricature | n. 漫画；讽刺画；漫画手法 v. 画成漫画讽刺
2480 | lithe | adj. 轻盈的（等于lithesome）；柔软的；易弯曲的
2481 | primer | n. 初级读本；识字课本；原始物
2482 | inequality | n. 不平等；不同；不平均
2483 | claimant | n. 原告；[贸易] 索赔人；提出要求者
2484 | oxidize | v. 使氧化；使生锈
2485 | technique | n. 技巧，技术；手法
2486 | reparation | n. 赔偿；修理；赔款
2487 | misunderstand | v. 误解；误会
2488 | effusion | n. 渗出；泻出；渗漏物
2489 | scar | v. 伤害；给留下伤痕 n. 创伤；伤痕
2490 | affront | v. 冒犯，有意冒犯；面对；公开侮辱 n. 轻蔑；公开侮辱
2491 | impulsive | adj. 冲动的；受感情驱使的；任性的
2492 | indisputable | adj. 明白的；无争论之余地的
2493 | blunt | adj. 钝的，不锋利的；生硬的；直率的 v. 使迟钝 n. (Blunt)人名；(英)布伦特
2494 | condescend | v. 屈尊；俯就；（对某人）表现出优越感
2495 | temperature | n. 温度；体温；气温；发烧
2496 | beatific | adj. 幸福的；祝福的；快乐的
2497 | mite | n. 极小量；小虫；小孩儿；微小的东西
2498 | topography | n. 地势；地形学；地志
2499 | liquidate | v. 清算；偿付；消除
2500 | veritable | adj. 真正的，名副其实的
2501 | hustle | v. 催促；猛推；强夺 n. 推；奔忙；拥挤喧嚷
2502 | pensive | adj. 沉思的，忧郁的；悲伤的，哀愁的
2503 | comprehensive | adj. 综合的；广泛的；有理解力的 n. 综合学校；专业综合测验
2504 | solder | v. 焊接 n. 焊料；接合物
2505 | renascent | adj. 新生的，复活的；复兴的
2506 | chaos | n. 混沌，混乱
2507 | hysterical | adj. 歇斯底里的；异常兴奋的
2508 | aperture | n. 孔，穴；（照相机，望远镜等的）光圈，孔径；缝隙
2509 | cyclical | adj. 周期的，循环的
2510 | austerity | n. 紧缩；朴素；苦行；严厉
2511 | peddle | v. 叫卖；兜售；散播 n. (Peddle)人名；(英)佩德尔
2512 | extant | adj. 现存的；显著的
2513 | sagacity | n. 睿智；聪敏；有远见
2514 | accompanist | n. 伴奏者；伴随者
2515 | befuddle | v. 使迷惑；使昏沉
2516 | resuscitate | v. 使复苏；使复兴
2517 | peccadillo | n. 轻罪；小过失；小瑕疵
2518 | ascribe | v. 归因于；归咎于
2519 | bureaucracy | n. 官僚主义；官僚机构；官僚政治
2520 | decrepit | adj. 衰老的；破旧的
2521 | nautical | adj. 航海的，海上的；船员的
2522 | arduous | adj. 努力的；费力的；险峻的
2523 | amicable | adj. 友好的；友善的
2524 | advert | v. 注意；谈到 n. 广告
2525 | capacitor | n. [电] 电容器
2526 | visualize | v. 形象，形象化；想像，设想
2527 | oration | n. 演说；致辞；叙述法
2528 | proponent | n. 支持者；建议者；提出认证遗嘱者
2529 | tipsy | adj. 喝醉的；歪曲的；不稳的
2530 | overpower | v. 压倒；克服；使无法忍受
2531 | antemeridian | adj. 上午的
2532 | suave | adj. 柔和的，温和的；文雅的，娴雅的
2533 | likelihood | n. 可能性，可能
2534 | luminescent | adj. 发冷光的，冷光的
2535 | placid | adj. 平静的；温和的；沉着的
2536 | inexcusable | adj. 不可原谅的；没法辩解的；不可宽恕的
2537 | chasm | n. 峡谷；裂口；分歧；深坑
2538 | abridge | v. 删节；缩短；节略
2539 | cringe | v. 畏缩；奉承；阿谀 n. 畏缩；奉承
2540 | mimic | v. 模仿，摹拟 n. 效颦者，模仿者；仿制品；小丑 adj. 模仿的，模拟的；假装的
2541 | dubious | adj. 可疑的；暧昧的；无把握的；半信半疑的
2542 | laudation | n. 赞美；颂词；称赞
2543 | procedure | n. 程序，手续；步骤
2544 | idolatry | n. 偶像崇拜；盲目崇拜；邪神崇拜
2545 | abdominal | adj. 腹部的；有腹鳍的
2546 | overlord | n. 霸王；大君主；最高统治者；封建领主
2547 | sentimental | adj. 伤感的；多愁善感的；感情用事的；寓有情感的
2548 | eyepiece | n. [光] 目镜，[光] 接目镜
2549 | species | n. [生物] 物种；种类 adj. 物种上的
2550 | purloin | v. 偷窃
2551 | cancellation | n. 取消；删除
2552 | liable | adj. 有责任的，有义务的；应受罚的；有…倾向的；易…的
2553 | repugnant | adj. 讨厌的；矛盾的；敌对的
2554 | bewilder | v. 使迷惑，使不知所措
2555 | visage | n. 面貌，容貌；外表
2556 | borough | n. 区；自治的市镇
2557 | sustenance | n. 食物；生计；支持
2558 | candor | n. 坦白；直率
2559 | oust | v. 驱逐；剥夺；取代
2560 | alter | v. 改变，更改 n. (Alter)人名；(英)奥尔特；(德、捷、葡、爱沙、立陶、拉脱、俄、西、罗、瑞典)阿尔特
2561 | muffle | v. 蒙住；裹住；抑制；发低沉的声音 n. 低沉的声音；消声器；包裹物（如头巾，围巾等）；唇鼻部
2562 | pancreas | n. [解剖] 胰腺
2563 | mount | v. 增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等） n. 山峰；底座；乘骑用马；攀，登；运载工具；底座
2564 | accession | n. 增加；就职；到达 v. 登记入册
2565 | chart | n. 图表；海图；图纸；排行榜 v. 绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展
2566 | mate | n. 助手，大副；配偶；同事；配对物 v. 使配对；使一致；结伴
2567 | vertical | adj. 垂直的，直立的；[解剖] 头顶的，顶点的 n. 垂直线，垂直面
2568 | thrall | n. 奴隶；束缚 adj. 受奴役的 vt. 使成为奴隶
2569 | perform | v. 执行；完成；演奏
2570 | dumbfound | v. 使惊呆；使人惊愕失声
2571 | menacing | adj. 威胁的；险恶的 v. 威胁（menace的ing形式）；恐吓
2572 | egocentric | adj. [心理] 自我中心的；利己主义的 n. 利己主义者
2573 | voluble | adj. 健谈的；缠绕的；易旋转的
2574 | derivative | n. [化学] 衍生物，派生物；导数 adj. 派生的；引出的
2575 | odious | adj. 可憎的；讨厌的
2576 | nostalgia | n. 乡愁；怀旧之情；怀乡病
2577 | intercession | n. 调解；说情；仲裁
2578 | archetype | n. 原型
2579 | raconteur | n. 健谈者；善谈者；擅长讲故事的人
2580 | veto | n. 否决权 v. 否决；禁止
2581 | verifiable | adj. 可证实的；能作证的；可检验的
2582 | extraction | n. 取出；抽出；拔出；抽出物；出身
2583 | ensnare | v. 诱捕；诱入陷阱；进入罗网
2584 | oblique | adj. 斜的；不光明正大的 n. 倾斜物 vi. 倾斜
2585 | germane | adj. 有密切关系的；贴切的；恰当的 n. (Germane)人名；(英)杰曼
2586 | oxidizer | n. [助剂] 氧化剂
2587 | morbid | adj. 病态的；由病引起的；恐怖的；病变部位的
2588 | regulate | v. 调节，规定；控制；校准；有系统的管理
2589 | sinecure | n. 闲职；挂名职务
2590 | advent | n. 到来；出现；基督降临；基督降临节
2591 | valid | adj. 有效的；有根据的；合法的；正当的
2592 | opulent | adj. 丰富的；富裕的；大量的
2593 | shrinkage | n. 收缩；减低
2594 | supine | adj. 仰卧的；懒散的；掌心向上的；向后靠的
2595 | era | n. 时代；年代；纪元
2596 | hypotenuse | n. 直角三角形的斜边
2597 | bestride | v. 跨骑
2598 | revive | v. 复兴；复活；苏醒；恢复精神
2599 | overlook | v. 忽略；俯瞰；远眺；检查；高耸于…之上 n. 忽视；眺望
2600 | sociable | adj. 社交的；好交际的；友善的 n. 联谊会
2601 | synopsis | n. 概要，大纲
2602 | hectic | n. 脸红；患肺结核 adj. 兴奋的，狂热的；脸上发红；肺病的；忙碌的
2603 | compassionate | adj. 慈悲的；富于同情心的 v. 同情；怜悯
2604 | transparent | adj. 透明的；显然的；坦率的；易懂的
2605 | multiple | adj. 多重的；多样的；许多的 n. 倍数；[电] 并联
2606 | querulous | adj. 易怒的，暴躁的；爱发牢骚的，抱怨的；爱挑剔的
2607 | typify | v. 代表；作为…的典型；具有…的特点
2608 | protocol | n. 协议；草案；礼仪 vt. 拟定 vi. 拟定
2609 | plasma | n. [等离子] 等离子体；血浆；[矿物] 深绿玉髓
2610 | turpitude | n. 卑鄙；奸恶
2611 | lambaste | v. 痛打；严责；鞭打
2612 | forecast | v. 预报，预测；预示 n. 预测，预报；预想
2613 | infrared | n. 红外线 adj. 红外线的
2614 | cogitate | v. 仔细考虑；谋划
2615 | community | n. 社区；[生态] 群落；共同体；团体
2616 | delude | v. 欺骗；哄骗；诱惑；【罕用】迷惑；逃避；使失望
2617 | multiply | v. 乘；使增加；使繁殖；使相乘 adv. 多样地；复合地 adj. 多层的；多样的
2618 | starch | n. 淀粉；刻板，生硬 v. 给…上浆
2619 | aristocracy | n. 贵族；贵族统治；上层社会；贵族政治
2620 | myth | n. 神话；虚构的人，虚构的事
2621 | indelible | adj. 难忘的；擦不掉的
2622 | congruent | adj. 适合的，一致的；全等的；和谐的
2623 | refulgent | adj. 辉煌的；灿烂的
2624 | tempestuous | adj. 有暴风雨的；暴乱的；剧烈的
2625 | designate | v. 指定；指派；标出；把…定名为 adj. 指定的；选定的
2626 | misstate | v. 说错；作虚伪叙述，谎报
2627 | airy | adj. 空气的；通风的；幻想的；轻快的；空中的 n. (Airy)人名；(英)艾里
2628 | clarity | n. 清楚，明晰；透明
2629 | pretend | v. 假装，伪装，佯装 adj. 假装的
2630 | endocrine | n. 内分泌；激素；内分泌物 adj. 内分泌的；激素的
2631 | historical | adj. 历史的；史学的；基于史实的
2632 | magnet | n. 磁铁；[电磁] 磁体；磁石
2633 | lodge | n. 旅馆；门房；集会处；山林小屋 v. 提出；寄存；借住；嵌入
2634 | rectangular | adj. 矩形的；成直角的
2635 | imperceptive | adj. 无感觉的；缺乏感知力的
2636 | laxative | n. 泻药；[药] 缓泻药 adj. 通便的
2637 | insouciance | n. 无忧无虑；漫不经心；满不在乎
2638 | revolution | n. 革命；旋转；运行；循环
2639 | leaven | v. 使发酵；影响 n. 酵母；酵素；潜移默化的影响
2640 | jovial | adj. 天性快活的；主神朱庇特的
2641 | capacious | adj. 宽敞的；广阔的；容积大的
2642 | contingent | adj. 因情况而异的；不一定的；偶然发生的；可能的；依情况而定的；偶然的；[逻]有条件的 n. 分遣队；偶然事件；分得部分；代表团
2643 | anthology | n. （诗、文、曲、画等的）选集
2644 | avarice | n. 贪婪，贪财
2645 | pacify | v. 使平静；安慰；平定
2646 | obscurity | n. 朦胧；阴暗；晦涩；身份低微；不分明
2647 | sacrifice | n. 牺牲；祭品；供奉 v. 牺牲；献祭；亏本出售
2648 | benison | n. 祝福
2649 | alleviate | v. 减轻，缓和
2650 | homonym | n. 同音异义词；同形异义词；同形同音异义词；同名异物
2651 | exponent | n. [数] 指数；典型；说明者，说明物 adj. 说明的
2652 | cubic | adj. 立方体的，立方的 n. (Cubic)人名；(罗)库比克
2653 | whimsical | adj. 古怪的；异想天开的；反复无常的
2654 | stimulation | n. 刺激；激励，鼓舞
2655 | solid | adj. 固体的；可靠的；立体的；结实的；一致的 n. 固体；立方体
2656 | meticulous | adj. 一丝不苟的；小心翼翼的；拘泥小节的
2657 | covert | n. 隐藏处；树丛；蔽覆羽翮基部的羽毛 adj. 隐蔽的；隐密的；偷偷摸摸的；在丈夫保护下的
2658 | jungle | n. 丛林，密林；危险地带 adj. 丛林的；蛮荒的
2659 | vertex | n. 顶点；[昆] 头顶；[天] 天顶
2660 | embattle | vt. 布阵；列阵；整军备战；严阵以待
2661 | gravitation | n. 重力；万有引力；地心吸力
2662 | malinger | v. 装病以逃避职责
2663 | engross | v. 使全神贯注；用大字体书写；正式写成（决议等）；独占；吸引
2664 | shield | n. 盾；防护物；保护者 v. 遮蔽；包庇；避开；保卫
2665 | antidote | n. [药] 解毒剂；解药；矫正方法
2666 | knave | n. 无赖；流氓；（纸牌中的）杰克
2667 | propaganda | n. 宣传；传道总会
2668 | estrange | v. 使疏远；离间
2669 | range | n. 范围；幅度；排；山脉 v. （在内）变动；平行，列为一行；延伸；漫游；射程达到
2670 | physics | n. 物理学；物理现象
2671 | translation | n. 翻译；译文；转化；调任
2672 | bedeck | v. 装饰；修饰
2673 | emergent | adj. 紧急的；浮现的；意外的；自然发生的
2674 | quibble | n. 谬论；双关语；遁辞 v. 诡辩；挑剔；说模棱两可的话
2675 | vaporization | n. 蒸发；喷雾器；蒸馏器
2676 | delegate | v. 委派…为代表 n. 代表
2677 | commencement | n. 开始，发端；毕业典礼
2678 | tranquil | adj. 安静的，平静的；安宁的；稳定的
2679 | ramify | v. 分枝，分叉；成网状
2680 | fallacious | adj. 谬误的；骗人的；靠不住的；不合理的
2681 | casual | adj. 随便的；非正式的；临时的；偶然的 n. 便装；临时工人；待命士兵
2682 | aggressive | adj. 侵略性的；好斗的；有进取心的；有闯劲的
2683 | paraphrase | n. 释义；解释；意译 v. 释义
2684 | feint | n. 佯攻；伪装 v. 佯攻；假装 adj. 假的
2685 | readily | adv. 容易地；乐意地；无困难地
2686 | observation | n. 观察；监视；观察报告
2687 | assassinate | v. 暗杀；行刺
2688 | humorous | adj. 诙谐的，幽默的；滑稽的，可笑的
2689 | confidence | n. 信心；信任；秘密 adj. （美）诈骗的；骗得信任的
2690 | obfuscate | v. 使模糊；使迷乱；弄暗
2691 | uproot | v. 根除，连根拔起；迫使某人离开出生地或定居处
2692 | solidification | n. 凝固；团结；浓缩
2693 | peninsular | adj. 半岛的；形成半岛的；半岛状的 n. 半岛居民
2694 | shuffle | v. 洗牌；推诿，推卸；拖曳，慢吞吞地走；搅乱 n. 洗牌，洗纸牌；混乱，蒙混；拖着脚走
2695 | hereditary | adj. 遗传的；世袭的；世代相传的 n. 遗传类
2696 | insolent | adj. 无礼的；傲慢的；粗野的；无耻的
2697 | arraign | v. 传讯，控告；责难，指责
2698 | buffoon | n. 丑角；滑稽剧演员
2699 | equitable | adj. 公平的，公正的；平衡法的
2700 | elevate | v. 提升；举起；振奋情绪等；提升…的职位
2701 | procure | v. 获得，取得；导致
2702 | celerity | n. 快速；敏捷
2703 | mask | n. 面具；口罩；掩饰 v. 掩饰；戴面具；化装
2704 | bacchanalia | n. （古罗马的）酒神节；大酒宴
2705 | semiconductor | n. [电子][物] 半导体
2706 | mass | n. 块，团；群众，民众；大量，众多；质量 adj. 群众的，民众的；大规模的，集中的 v. 聚集起来，聚集
2707 | revile | v. 辱骂；斥责
2708 | parody | n. 拙劣的模仿；诙谐的改编诗文 v. 拙劣模仿
2709 | luxuriant | adj. 繁茂的；丰富的；奢华的；肥沃的
2710 | commute | v. （搭乘车、船等）通勤；代偿 n. 通勤（口语）
2711 | cower | v. 退缩；抖缩；蜷缩；弯腰屈膝
2712 | annex | v. 附加；获得；并吞 n. 附加物；附属建筑物
2713 | remunerate | v. 酬劳；给与报酬；赔偿
2714 | maritime | adj. 海的；海事的；沿海的；海员的
2715 | isotope | n. 同位素
2716 | acquit | v. 无罪释放；表现；脱卸义务和责任；清偿
2717 | frolicsome | adj. 嬉戏的，爱闹着玩的
2718 | abstruse | adj. 深奥的；难懂的
2719 | chromatic | adj. 彩色的；色品的；易染色的
2720 | candid | adj. 公正的；坦白的；率直的；偷拍的 n. (Candid)人名；(罗)坎迪德
2721 | reconnoiter | v. 侦察，勘查
2722 | zany | adj. 滑稽的；古怪的；愚蠢的 n. 小丑；笨人；马屁精
2723 | incite | v. 煽动；激励；刺激
2724 | abstemious | adj. 节约的，节省的；有节制的
2725 | pundit | n. 专家；博学者；梵文学者
2726 | wry | adj. 歪斜的，扭歪的；歪曲的；用反语表达幽默的；揶揄的 vt. 扭曲；扭歪 vi. 扭曲；扭歪
2727 | serene | adj. 平静的；安详的；清澈的；晴朗的 n. 平静；晴朗 vt. 使平静
2728 | virulent | adj. 剧毒的；恶性的；有恶意的
2729 | collegian | n. 学院的学生；学院的一员
2730 | generic | adj. 类的；一般的；属的；非商标的
2731 | antilogy | n. 前后矛盾
2732 | trough | n. 水槽，水槽；低谷期；饲料槽；低气压
2733 | issue | n. 问题；流出；期号；发行物 v. 发行，发布；发给；放出，排出
2734 | redundant | adj. 多余的，过剩的；被解雇的，失业的；冗长的，累赘的
2735 | obesity | n. 肥大，肥胖
2736 | engrossing | adj. 引人入胜的 v. 使全神贯注（engross的ing形式）
2737 | attribute | n. 属性；特质 v. 归属；把…归于
2738 | skeleton | n. 骨架，骨骼；纲要；骨瘦如柴的人 adj. 骨骼的；骨瘦如柴的；概略的
2739 | veil | n. 面纱；面罩；遮蔽物；托词 v. 遮蔽；掩饰；以面纱遮掩；用帷幕分隔
2740 | inept | adj. 笨拙的；不适当的
2741 | vein | n. 血管；叶脉；[地质] 岩脉；纹理；翅脉；性情 v. 使成脉络；象脉络般分布于
2742 | offshoot | n. 分支；支流；衍生物
2743 | disadvantage | n. 缺点；不利条件；损失
2744 | credible | adj. 可靠的，可信的
2745 | opponent | n. 对手；反对者；敌手 adj. 对立的；敌对的
2746 | rhombus | n. [数] 菱形；[数] 斜方形
2747 | underling | n. 下属，部下；走卒
2748 | intelligible | adj. 可理解的；明了的；仅能用智力了解的
2749 | plunder | n. 抢夺；战利品；掠夺品 v. 掠夺；抢劫；侵吞
2750 | autocrat | n. 独裁者，专制君主；独断独行的人
2751 | vivacious | adj. 活泼的；快活的；有生气的
2752 | tacit | adj. 缄默的；不言而喻的；心照不宣的；默许的
2753 | pictograph | n. [语] 象形文字；古代石壁画；统计图表
