ID|word|meaning
1560 | educate | v. 教育；培养；训练
1561 | stand | v. 站立；位于；停滞 n. 站立；立场；看台；停止
1562 | journalist | n. 新闻工作者；报人；记日志者
1563 | setting | n. 环境；安装；布置；[天] 沉落 v. 放置；沉没；使…处于某位置（set的ing形式）
1564 | return | v. 返回；报答 n. 返回；归还；回球 adj. 报答的；回程的；返回的
1565 | relationship | n. 关系；关联
1566 | pattern | n. 模式；图案；样品 v. 模仿；以图案装饰
1567 | emerge | v. 浮现；摆脱；暴露
1568 | ignore | v. 驳回诉讼；忽视；不理睬
1569 | flow | v. 流动，涌流；川流不息；飘扬 n. 流动；流量；涨潮，泛滥
1570 | suitable | adj. 适当的；相配的
1571 | environment | n. 环境，外界
1572 | exercise | n. 运动；练习；运用；操练；礼拜；典礼 v. 锻炼；练习；使用；使忙碌；使惊恐
1573 | force | n. 力量；武力；军队；魄力 v. 促使，推动；强迫；强加
1574 | introduce | v. 介绍；引进；提出；采用
1575 | personal | adj. 个人的；身体的；亲自的 n. 人事消息栏；人称代名词
1576 | negative | adj. [数] 负的；消极的；否定的；阴性的 n. 否定；负数；[摄] 底片 v. 否定；拒绝
1577 | native | adj. 本国的；土著的；天然的；与生俱来的；天赋的 n. 本地人；土产；当地居民
1578 | investment | n. 投资；投入；封锁
1579 | exchange | n. 交换；交流；交易所；兑换 v. 交换；交易；兑换
1580 | range | n. 范围；幅度；排；山脉 v. （在内）变动；平行，列为一行；延伸；漫游；射程达到
1581 | professional | adj. 专业的；职业的；职业性的 n. 专业人员；职业运动员
1582 | strong | adj. 坚强的；强壮的；牢固的；擅长的 adv. 强劲地；猛烈地 n. (Strong)人名；(英)斯特朗
1583 | extra | adv. 特别地，非常；另外 n. 临时演员；号外；额外的事物；上等产品 adj. 额外的，另外收费的；特大的
1584 | threat | n. 威胁，恐吓；凶兆
1585 | successful | adj. 成功的；一帆风顺的
1586 | conduct | v. 导电；带领 n. 进行；行为；实施
1587 | consequence | n. 结果；重要性；推论
1588 | simply | adv. 简单地；仅仅；简直；朴素地；坦白地
1589 | largely | adv. 主要地；大部分；大量地
1590 | evolution | n. 演变；进化论；进展
1591 | enhance | v. 提高；加强；增加
1592 | emotion | n. 情感；情绪
1593 | usual | adj. 通常的，惯例的；平常的
1594 | guide | n. 指南；向导；入门书 v. 引导；带领；操纵
1595 | economy | n. 经济；节约；理财
1596 | exist | v. 存在；生存；生活；继续存在
1597 | politics | n. 政治，政治学；政治活动；政纲
1598 | expose | v. 揭露，揭发；使曝光；显示
1599 | technology | n. 技术；工艺；术语
1600 | predict | v. 预报，预言；预知
1601 | epidemic | adj. 流行的；传染性的 n. 传染病；流行病；风尚等的流行
1602 | smoke | n. 烟；抽烟；无常的事物 v. 冒烟，吸烟；抽烟；弥漫
1603 | firm | adj. 坚定的；牢固的；严格的；结实的 v. 使坚定；使牢固 adv. 稳固地 n. 公司；商号
1604 | discipline | n. 学科；纪律；训练；惩罚 v. 训练，训导；惩戒
1605 | emphasize | v. 强调，着重
1606 | poetry | n. 诗；诗意，诗情；诗歌艺术
1607 | conscious | adj. 意识到的；故意的；神志清醒的
1608 | goal | n. 目标；球门，得分数；终点 vi. 攻门，射门得分
1609 | outcome | n. 结果，结局；成果
1610 | reader | n. 读者；阅读器；读物
1611 | reputation | n. 名声，名誉；声望
1612 | identify | v. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi确定；认同；一致
1613 | express | v. 表达；快递 adj. 明确的；迅速的；专门的 n. 快车，快递，专使；捷运公司
1614 | policy | n. 政策，方针；保险单
1615 | spy | v. 侦察；发现；暗中监视 n. 间谍；密探
1616 | church | n. 教堂；礼拜；教派 adj. 教会的；礼拜的 v. 领…到教堂接受宗教仪式
1617 | wrong | adv. 错误地；邪恶地，不正当地 n. 坏事；不公正 adj. 错误的；失常的；不适当的 v. 委屈；无理地对待；诽谤
1618 | measure | n. 测量；措施；程度；尺寸 v. 测量；估量；权衡
1619 | prove | v. 证明；检验；显示
1620 | competition | n. 竞争；比赛，竞赛
1621 | majority | n. 多数；成年
1622 | store | n. 商店；储备，贮藏；仓库 v. 贮藏，储存
1623 | story | n. 故事；小说；新闻报道；来历；假话 vt. 用历史故事画装饰 vi. 说谎
1624 | current | adj. 现在的；流通的，通用的；最近的；草写的 n. （水，气，电）流；趋势；涌流
1625 | scholar | n. 学者；奖学金获得者
1626 | increasingly | adv. 越来越多地；渐增地
1627 | expect | v. 期望；指望；认为；预料
1628 | acquire | v. 获得；取得；学到；捕获
1629 | occur | v. 发生；出现；存在
1630 | reflect | v. 反映；反射，照出；表达；显示;反省
1631 | progress | n. 进步，发展；前进 v. 前进，进步；进行
1632 | global | adj. 全球的；总体的；球形的
1633 | remember | v. 记得；牢记；纪念；代…问好
1634 | consumption | n. 消费；消耗；肺痨
1635 | advance | n. 发展；前进；增长；预付款 v. 提出；预付；使……前进；将……提前 adj. 预先的；先行的
1636 | advocate | v. 提倡，主张，拥护 n. 提倡者；支持者；律师
1637 | sort | n. 种类；方式；品质 v. 分类；协调；交往
1638 | wake | v. 醒来；唤醒；警觉 n. 尾迹；守夜；守丧
1639 | doubt | n. 怀疑；疑问；疑惑 v. 怀疑；不信；恐怕；拿不准
1640 | figure | n. 数字；人物；图形；价格；（人的）体形；画像 v. 计算；出现；扮演角色
1641 | association | n. 协会，联盟，社团；联合；联想
1642 | relation | n. 关系；叙述；故事；亲属关系
1643 | stop | v. 停止；堵塞；断绝 n. 停止；车站；障碍；逗留
1644 | aspect | n. 方面；方向；形势；外貌
1645 | contribute | v. 贡献，出力；投稿；捐献
1646 | preserve | v. 保存；保护；维持；腌；禁猎 n. 保护区；禁猎地；加工成的食品
1647 | memory | n. 记忆，记忆力；内存，[计] 存储器；回忆
1648 | examine | v. 检查；调查； 检测；考试
1649 | obvious | adj. 明显的；显著的；平淡无奇的
1650 | learning | n. 学习；学问 v. 学习（learn的现在分词）
1651 | tradition | n. 惯例，传统；传说
1652 | special | n. 特使，特派人员；特刊；特色菜；专车；特价商品 adj. 特别的；专门的，专用的
1653 | benefit | n. 利益，好处；救济金 v. 有益于，对…有益
1654 | attract | v. 吸引；引起
1655 | similar | adj. 相似的 n. 类似物
1656 | statement | n. 声明；陈述，叙述；报表，清单
1657 | establish | v. 建立；创办；安置
1658 | avoid | v. 避免；避开，躲避；消除
1659 | secure | adj. 安全的；无虑的；有把握的；稳当的 v. 保护；弄到；招致；缚住
1660 | collection | n. 采集，聚集；[税收] 征收；收藏品；募捐
1661 | replace | v. 取代，代替；替换，更换；归还，偿还；把…放回原处
1662 | lack | v. 缺乏；不足；没有；需要 n. 缺乏；不足
1663 | origin | n. 起源；原点；出身；开端
1664 | dynamic | adj. 动态的；动力的；动力学的；有活力的 n. 动态；动力
1665 | suffer | v. 遭受；忍受；经历 n. (Suffer)人名；(意)苏费尔
1666 | female | adj. 女性的；雌性的；柔弱的，柔和的 n. 女人；[动] 雌性动物
1667 | disease | n. 病，[医] 疾病；弊病 vt. 传染；使…有病
1668 | charge | n. 费用；电荷；掌管；控告；命令；负载 v. 使充电；使承担；指责；装载；对…索费；向…冲去
1669 | stock | n. 股份，股票；库存；血统；树干；家畜 adj. 存货的，常备的；平凡的 v. 进货；备有；装把手于…
1670 | executive | adj. 行政的；经营的；执行的，经营管理的 n. 总经理；执行委员会；执行者；经理主管人员
1671 | negotiate | v. 谈判，商议；转让；越过
1672 | rely | v. 依靠；信赖
1673 | desire | n. 欲望；要求，心愿；性欲 v. 想要；要求；希望得到…
1674 | revenue | n. 税收，国家的收入；收益
1675 | game | n. 游戏；比赛 adj. 勇敢的 v. 赌博
1676 | draft | n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流 v. 起草；制定；征募 adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的
1677 | separate | v. 使分离；使分开；使分居 adj. 单独的；分开的；不同的；各自的； n. 分开；抽印本
1678 | reject | v. 拒绝；排斥；抵制；丢弃 n. 被弃之物或人；次品
1679 | mental | adj. 精神的；脑力的；疯的 n. 精神病患者
1680 | essential | adj. 基本的；必要的；本质的；精华的 n. 本质；要素；要点；必需品
1681 | root | n. 根；根源；词根；祖先 v. 生根；根除
1682 | escape | v. 逃避，避开，避免；被忘掉；被忽视 n. 逃跑；逃亡；逃走；逃跑工具或方法；野生种；泄漏
1683 | phenomenon | n. 现象；奇迹；杰出的人才
1684 | unite | v. 使…混合；使…联合；使…团结
1685 | fair | adj. 公平的；美丽的，白皙的；[气象] 晴朗的 adv. 公平地；直接地；清楚地 v. 转晴 n. 展览会；市集；美人
1686 | article | n. 文章；物品；条款；[语] 冠词 v. 订约将…收为学徒或见习生；使…受协议条款的约束
1687 | discover | v. 发现；发觉
1688 | management | n. 管理；管理人员；管理部门；操纵；经营手段
1689 | recent | adj. 最近的；近代的
1690 | recognize | v. 认出，识别；承认
1691 | insurance | n. 保险；保险费；保险契约；赔偿金
1692 | inevitable | adj. 必然的，不可避免的
1693 | original | n. 原件；原作；原物；原型 adj. 原始的；最初的；独创的；新颖的
1694 | sell | v. 销售；推销；出卖；欺骗 n. 销售；失望；推销术
1695 | status | n. 地位；状态；情形；重要身份
1696 | regard | n. 注意；尊重；问候；凝视 v. 注重，考虑；看待；尊敬；把…看作；与…有关
1697 | laughter | n. 笑；笑声
1698 | appeal | v. 呼吁，恳求；上诉；诉诸，求助；有吸引力，迎合爱好；（体育比赛中）诉诸裁判 n. 呼吁，请求；吸引力，感染力；上诉；诉诸裁判
1699 | favor | v. 赞成；喜欢；像；赐予；证实 n. 喜爱；欢心；好感
1700 | sensitive | adj. 敏感的；感觉的；[仪] 灵敏的；感光的；易受伤害的；易受影响的 n. 敏感的人；有灵异能力的人
1701 | suit | v. 适合；使适应 n. 诉讼；恳求；套装，西装；一套外衣
1702 | crime | n. 罪行，犯罪；罪恶；犯罪活动 vt. 控告……违反纪律
1703 | circuit | n. [电子] 电路，回路；巡回；一圈；环道 v. 环行
1704 | directly | adv. 直接地；立即；马上；正好地；坦率地 conj. 一…就
1705 | property | n. 性质，性能；财产；所有权
1706 | warm | adj. 温暖的；热情的 v. 同情；激动；变温暖 n. 取暖；加热
1707 | skeptical | adj. 怀疑的；怀疑论的，不可知论的
1708 | authority | n. 权威；权力；当局
1709 | primary | adj. 主要的；初级的；基本的 n. 原色；最主要者
1710 | politician | n. 政治家，政客
1711 | step | n. 步，脚步；步骤；步伐；梯级 v. 踏，踩；走
1712 | responsibility | n. 责任，职责；义务
1713 | possibility | n. 可能性；可能发生的事物
1714 | chemical | n. 化学制品，化学药品 adj. 化学的
1715 | indicate | v. 表明；指出；预示；象征
1716 | critical | adj. 鉴定的；[核] 临界的；批评的，爱挑剔的；危险的；决定性的；评论的
1717 | southern | adj. 南的；南方的 n. 南方人
1718 | importance | n. 价值；重要；重大；傲慢
1719 | adjust | v. 调整，使…适合；校准
1720 | scale | n. 规模；比例；鳞；刻度；天平；数值范围 v. 衡量；攀登；剥落；生水垢
1721 | everyday | adj. 每天的，日常的 n. 平时；寻常日子
1722 | philosopher | n. 哲学家；哲人
1723 | magazine | n. 杂志；弹药库；胶卷盒
1724 | trouble | n. 麻烦；烦恼；故障；动乱 v. 麻烦；使烦恼；折磨
1725 | traffic | n. 交通；运输；贸易；[通信] 通信量 v. 用…作交换；在…通行
1726 | size | n. 大小；尺寸 adj. 一定尺寸的 v. 依大小排列
1727 | worm | n. 虫，蠕虫；蜗杆；螺纹；小人物 v. 使蠕动；给除虫；使缓慢前进
1728 | bite | v. 咬；刺痛 n. 咬；一口；咬伤；刺痛 abbr. 机内测试设备（Built-In Test Equipment）
1729 | code | n. 代码，密码；编码；法典 v. 编码；制成法典
1730 | cope | v. 处理；对付；竞争 n. 长袍
1731 | generate | v. 使形成；发生；生殖；产生物理反应
1732 | modern | adj. 现代的，近代的；时髦的 n. 现代人；有思想的人
1733 | payment | n. 付款，支付；报酬，报答；偿还；惩罚，报应
1734 | respect | n. 尊敬，尊重；方面；敬意 v. 尊敬，尊重；遵守
1735 | campaign | v. 作战；参加竞选；参加活动 n. 运动；活动；战役
1736 | labor | n. 劳动；工作；劳工；分娩 v. 劳动；努力；苦干
1737 | colleague | n. 同事，同僚
1738 | element | n. 元素；要素；原理；成分；自然环境
1739 | sight | n. 视力；景象；眼界；见解 v. 看见；瞄准 adj. 见票即付的；即席的
1740 | trust | n. 信任，信赖；责任；托拉斯 v. 信任，信赖；盼望；赊卖给
1741 | link | n. [计] 链环，环节；联系，关系 v. 连接，连结；联合，结合
1742 | town | n. 城镇，市镇；市内商业区
1743 | freedom | n. 自由，自主；直率
1744 | partner | n. 伙伴；合伙人；配偶 v. 合伙；合股；成为搭档
1745 | sit | v. 坐；位于 n. (Sit)人名；(东南亚国家华语)硕；(罗)西特
1746 | department | n. 部；部门；系；科；局
1747 | manager | n. 经理；管理人员
1748 | worth | adj. 值…的 n. 价值；财产
1749 | design | v. 设计；计划；构思 n. 设计；图案
1750 | commit | v. 犯罪，做错事；把交托给；指派…作战；使…承担义务
1751 | ancestor | n. 始祖，祖先；被继承人
1752 | hijack | v. 抢劫；揩油 n. 劫持；威逼；敲诈
1753 | rest | v. 使休息，使轻松；把…寄托于 n. 休息，静止；休息时间；剩余部分；支架
1754 | enter | v. 进入；开始；参加 n. [计] 输入；回车
1755 | innovation | n. 创新，革新；新方法
1756 | sustain | v. 维持；支撑，承担；忍受；供养；证实
1757 | image | n. 影像；想象；肖像；偶像 v. 想象；反映；象征；作…的像
1758 | retail | v. 零售；转述 n. 零售 adv. 以零售方式 adj. 零售的
1759 | teenager | n. 十几岁的青少年；十三岁到十九岁的少年
1760 | manner | n. 方式；习惯；种类；规矩；风俗
1761 | threaten | v. 威胁；恐吓；预示
1762 | month | n. 月，一个月的时间
1763 | international | n. 国际组织；国际体育比赛；外国居留者；国际股票 adj. 国际的；两国（或以上）国家的；超越国界的；国际关系的；世界的
1764 | repeat | v. 重复；复制；背诵 n. 重复；副本
1765 | neglect | v. 疏忽，忽视；忽略 n. 疏忽，忽视；怠慢
1766 | mode | n. 模式；方式；风格；时尚
1767 | shop | n. 商店；店铺 v. 购物
1768 | folk | n. 民族；人们；亲属（复数） adj. 民间的
1769 | justify | v. 证明合法；整理版面
1770 | mention | v. 提到，谈到；提及，论及；说起 n. 提及，说起
1771 | resistant | adj. 抵抗的，反抗的；顽固的 n. 抵抗者
1772 | daily | adj. 日常的；每日的 n. 日报；朝来夜去的女佣 adv. 日常地；每日；天天
1773 | random | adj. [数] 随机的；任意的；胡乱的 n. 随意 adv. 胡乱地
1774 | decline | n. 下降；衰退；斜面 v. 下降；衰落；谢绝
1775 | objective | adj. 客观的；目标的；宾格的 n. 目的；目标；[光] 物镜；宾格
1776 | stick | v. 刺，戳；伸出；粘贴 n. 棍；手杖；呆头呆脑的人
1777 | factor | n. 因素；要素；[物] 因数；代理人 v. 做代理商
1778 | rail | n. 铁轨；扶手；横杆；围栏 v. 抱怨；责骂
1779 | fall | v. 落下；变成；来临；减弱 n. 下降；秋天；瀑布 adj. 秋天的
1780 | refer | v. 参考；涉及；提到；查阅
1781 | short | adj. 短的；不足的；矮的，低的 n. 短；缺乏；短路；短裤 adv. 不足；突然；唐突地
1782 | argument | n. 论证；论据；争吵；内容提要
1783 | task | v. 分派任务 n. 工作，作业；任务
1784 | manage | v. 管理；经营；控制；设法
1785 | low | adj. 低的，浅的；卑贱的；粗俗的；消沉的 adv. 低声地；谦卑地，低下地 n. 低；低价；低点；牛叫声 v. 牛叫
1786 | presence | n. 存在；出席；参加；风度；仪态
1787 | match | v. 使比赛；使相配；敌得过，比得上；相配；与…竞争 n. 比赛，竞赛；匹配；对手；火柴
1788 | parallel | n. 平行线；对比 v. 使…与…平行 adj. 平行的；类似的，相同的
1789 | military | adj. 军事的；军人的；适于战争的 n. 军队；军人
1790 | conflict | n. 冲突，矛盾；斗争；争执 v. 冲突，抵触；争执；战斗
1791 | possibly | adv. 可能地；也许；大概
1792 | addict | n. 有瘾的人；入迷的人 v. 使沉溺；使上瘾
1793 | joy | n. 欢乐，快乐；乐趣；高兴 v. 欣喜，欢喜
1794 | puzzle | v. 使…困惑；使…为难；苦思而得出 n. 谜；难题；迷惑
1795 | draw | v. 画；拉；吸引 n. 平局；抽签
1796 | drive | v. 开车；猛击；飞跑 n. 驱动器；驾车；[心理] 内驱力，推进力；快车道
1797 | contrast | v. 对比；形成对照 n. 对比；差别；对照物
1798 | background | n. 背景；隐蔽的位置 v. 作…的背景 adj. 背景的；发布背景材料的
1799 | wall | n. 墙壁，围墙；似墙之物 v. 用墙围住，围以墙 adj. 墙壁的
1800 | artist | n. 艺术家；美术家（尤指画家）；大师
1801 | communication | n. 通讯，[通信] 通信；交流；信函
1802 | combine | v. 使化合；使联合，使结合 n. 联合收割机；联合企业
1803 | alphabet | n. 字母表，字母系统；入门，初步
1804 | fight | v. 打架；与…打仗，与…斗争；反对…提案 n. 打架；战斗，斗志
1805 | crisis | n. 危机；危险期；决定性时刻 adj. 危机的；用于处理危机的
1806 | approve | v. 批准；赞成；为…提供证据
1807 | agreement | n. 协议；同意，一致
1808 | surprise | n. 惊奇，诧异；突然袭击 v. 使惊奇；奇袭 adj. 令人惊讶的
1809 | imagine | v. 想像；猜想；臆断
1810 | reliable | adj. 可靠的；可信赖的 n. 可靠的人
1811 | collect | v. 收集；募捐 adv. 由收件人付款地 adj. 由收件人付款的 n. (Collect)人名；(英)科莱克特
1812 | forget | v. 忘记；忽略 n. (Forget)人名；(法)福尔热
1813 | supreme | adj. 最高的；至高的；最重要的 n. 至高；霸权
1814 | strain | n. 张力；拉紧；负担；扭伤；血缘 v. 拉紧；尽力
1815 | ready | adj. 准备好；现成的；迅速的；情愿的；快要…的 n. 现款；预备好的状态 adv. 迅速地；预先 v. 使准备好
1816 | conservative | adj. 保守的 n. 保守派，守旧者
1817 | consume | v. 消耗，消费；使…著迷；挥霍
1818 | deny | v. 否定，否认；拒绝给予；拒绝…的要求
1819 | trace | v. 追溯；沿路走 n. 痕迹，踪迹；微量；[仪] 迹线；缰绳
1820 | engage | v. 吸引，占用；使参加；雇佣；使订婚；预定
1821 | disappear | v. 消失；失踪；不复存在
1822 | damage | n. 损害；损毁；赔偿金 v. 损害；损毁
1823 | misery | n. 痛苦，悲惨；不幸；苦恼；穷困
1824 | saving | n. 节约；挽救；存款 adj. 节约的；挽救的；补偿的；保留的 prep. 考虑到；除之外
1825 | upset | v. 使心烦；颠覆；扰乱 adj. 心烦的；混乱的；弄翻的 n. 混乱；翻倒；颠覆
1826 | chief | n. 首领；酋长；主要部分 adj. 首席的；主要的；主任的 adv. 主要地；首要地
1827 | captive | adj. 被俘虏的；被迷住的 n. 俘虏；迷恋者
1828 | opinion | n. 意见；主张
1829 | understanding | n. 谅解，理解；理解力；协议 adj. 了解的；聪明的；有理解力的 v. 理解；明白（understand的ing形式）
1830 | purchase | n. 购买；紧握；起重装置 v. 购买；赢得
1831 | capable | adj. 能干的，能胜任的；有才华的
1832 | gap | n. 间隙；缺口；差距；分歧 v. 裂开
1833 | remains | n. 残余；遗骸
1834 | staff | n. 职员；参谋；棒；支撑 adj. 职员的；行政工作的 v. 供给人员；给…配备职员
1835 | atmosphere | n. 气氛；大气；空气
1836 | judge | v. 判断；审判 n. 法官；裁判员
1837 | characterize | v. 描绘…的特性；具有…的特征
1838 | grape | n. 葡萄；葡萄酒；葡萄树；葡萄色
1839 | confuse | v. 使混乱；使困惑
1840 | meaning | n. 意义；含义；意图 adj. 意味深长的 v. 意味；意思是（mean的ing形式）
1841 | building | n. 建筑；建筑物 v. 建筑；建立；增加（build的ing形式）
1842 | recruit | n. 招聘；新兵；新成员 v. 补充；聘用；征募；使…恢复健康
1843 | failure | n. 失败；故障；失败者；破产
1844 | blame | v. 责备；归咎于 n. 责备；责任；过失
1845 | definition | n. 定义；[物] 清晰度；解说
1846 | uniform | adj. 统一的；一致的；相同的；均衡的；始终如一的 n. 制服 v. 使穿制服；使成一样
1847 | hotel | n. 旅馆，饭店；客栈 vt. 使…在饭店下榻 vi. 进行旅馆式办公
1848 | intelligent | adj. 智能的；聪明的；理解力强的
1849 | bias | n. 偏见；偏爱；斜纹；乖离率 v. 使存偏见 adj. 偏斜的 adv. 偏斜地
1850 | option | n. [计] 选项；选择权；买卖的特权
1851 | date | n. 日期；约会；年代；枣椰子 v. 过时；注明日期；始于（某一历史时期）
1852 | description | n. 描述，描写；类型；说明书
1853 | peculiar | adj. 特殊的；独特的；奇怪的；罕见的 n. 特权；特有财产
1854 | maintain | v. 维持；继续；维修；主张；供养
1855 | eliminate | v. 消除；排除
1856 | truth | n. 真理；事实；诚实；实质
1857 | historian | n. 历史学家
1858 | attempt | n. 企图，试图；攻击 v. 企图，试图；尝试
1859 | birth | n. 出生；血统，出身；起源
1860 | topic | n. 主题（等于theme）；题目；一般规则；总论
1861 | piece | n. 块；件；篇；硬币 v. 修补；接合；凑合
1862 | complete | adj. 完整的；完全的；彻底的 v. 完成
1863 | exclude | v. 排除；排斥；拒绝接纳；逐出
1864 | energy | n. [物] 能量；精力；活力；精神
1865 | entertain | v. 娱乐；招待；怀抱；容纳
1866 | gain | n. 增加；利润；收获 v. 获得；增加；赚到
1867 | attractive | adj. 吸引人的；有魅力的；引人注目的
1868 | shut | v. 关闭；停业；幽禁 n. 关闭 adj. 关闭的；围绕的
1869 | rose | n. 玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒 adj. 玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的 vt. 使成玫瑰色，使（面颊）发红；使有玫瑰香味 vi. 起义( rise的过去式)；升起；（数量）增加；休会
1870 | cucumber | n. 黄瓜；胡瓜
1871 | procedure | n. 程序，手续；步骤
1872 | decide | v. 决定；解决；判决
1873 | editor | n. 编者，编辑；社论撰写人；编辑装置
1874 | survive | v. 幸存；生还；幸免于；比活得长
1875 | demonstrate | v. 证明；展示；论证
1876 | academic | adj. 学术的；理论的；学院的 n. 大学生，大学教师；学者
1877 | economics | n. 经济学；国家的经济状况
1878 | characteristic | adj. 典型的；特有的；表示特性的 n. 特征；特性；特色
1879 | convince | v. 说服；使确信，使信服
1880 | material | adj. 重要的；物质的，实质性的；肉体的 n. 材料，原料；物资；布料
1881 | tree | n. 树；木料；树状物 v. 把赶上树
1882 | oppose | v. 反对；对抗，抗争
1883 | reward | n. [劳经] 报酬；报答；酬谢 v. [劳经] 奖励；奖赏
1884 | ideal | adj. 理想的；完美的；想象的；不切实际的 n. 理想；典范
1885 | initial | adj. 最初的；字首的 v. 用姓名的首字母签名 n. 词首大写字母
1886 | cater | v. 投合，迎合；满足需要；提供饮食及服务 n. (Cater)人名；(英)凯特
1887 | profession | n. 职业，专业；声明，宣布，表白
1888 | compete | v. 竞争；比赛；对抗
1889 | advanced | adj. 先进的；高级的；晚期的；年老的 v. 前进；增加；上涨（advance的过去式和过去分词形式）
1890 | basis | n. 基础；底部；主要成分；基本原则或原理
1891 | mislead | v. 误导；带错
1892 | confront | v. 面对；遭遇；比较
1893 | entire | adj. 全部的，整个的；全体的 n. (Entire)人名；(英)恩泰尔
1894 | contrary | adj. 相反的；对立的 adv. 相反地 n. 相反；反面
1895 | practical | adj. 实际的；实用性的
1896 | vary | v. 变化；变异；违反 n. (Vary)人名；(英、法、罗、柬)瓦里
1897 | pursue | v. 继续；从事；追赶；纠缠
1898 | temporary | adj. 暂时的，临时的 n. 临时工，临时雇员
1899 | dramatic | adj. 戏剧的；急剧的；引人注目的；激动人心的
1900 | vulnerable | adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
1901 | represent | v. 代表；表现；描绘；回忆；再赠送
1902 | invention | n. 发明；发明物；虚构；发明才能
1903 | plenty | n. 丰富，大量；充足 adj. 足够的，很多的 adv. 足够
1904 | gather | v. 收集；收割；使…聚集；使…皱起 n. 聚集；衣褶；收获量
1905 | civil | adj. 公民的；民间的；文职的；有礼貌的；根据民法的 n. (Civil)人名；(土)吉维尔；(法)西维尔
1906 | criminal | n. 罪犯 adj. 刑事的；犯罪的；罪恶的
1907 | brand | v. 铭刻于，铭记；打烙印于；印…商标于 n. 商标，牌子；烙印
1908 | boom | v. 使兴旺；发隆隆声 n. 繁荣；吊杆；隆隆声
1909 | systematic | adj. 系统的；体系的；有系统的；[图情] 分类的；一贯的，惯常的
1910 | substantial | adj. 大量的；实质的；内容充实的 n. 本质；重要材料
1911 | opening | n. 开始；机会；通路；空缺的职位 adj. 开始的 v. 开放（open的ing形式）；打开；公开
1912 | interesting | adj. 有趣的；引起兴趣的，令人关注的
1913 | component | adj. 组成的，构成的 n. 成分；组件；[电子] 元件
1914 | refuse | n. 垃圾；废物 v. 拒绝；不愿；抵制
1915 | medicine | n. 药；医学；内科；巫术 v. 用药物治疗；给…用药
1916 | pleasure | n. 快乐；希望；娱乐；令人高兴的事 vt. 使高兴；使满意 vi. 高兴；寻欢作乐
1917 | team | n. 队；组 v. 使合作
1918 | goods | n. 商品；动产；合意的人；真本领
1919 | modify | v. 修改，修饰；更改
1920 | sport | n. 运动；游戏；娱乐；运动会；玩笑 v. 游戏 adj. 运动的
1921 | vote | n. 投票，选举；选票；得票数 v. 提议，使投票；投票决定；公认
1922 | dose | n. 剂量；一剂，一服 v. 服药
1923 | wear | n. 衣物；磨损；耐久性 v. 穿着；用旧；耗损；面露
1924 | theme | n. 主题；主旋律；题目 adj. 以奇想主题布置的
1925 | north | n. 北，北方 adj. 北方的；朝北的 adv. 在北方，向北方
1926 | leadership | n. 领导能力；领导阶层
1927 | gift | n. 礼物；天赋；赠品 v. 赋予；向…赠送
1928 | liberal | adj. 自由主义的；慷慨的；不拘泥的；宽大的 n. 自由主义者
1929 | conservation | n. 保存，保持；保护
1930 | round | n. 圆；循环；一回合；圆形物 adj. 圆的；完全的；大概的；肥胖的 adv. 在周围；迂回地；朝反方向；挨个 v. 完成；围捕；绕行；弄圆 prep. 附近；绕过；大约；在…周围
1931 | insist | v. 坚持，强调
1932 | object | n. 目标；物体；客体；宾语 v. 提出…作为反对的理由
1933 | token | n. 表征；代币；记号 adj. 象征的；表意的；作为对某事的保证的 vt. 象征；代表
1934 | active | adj. 积极的；活跃的；主动的；有效的；现役的 n. 主动语态；积极分子
1935 | gradual | adj. 逐渐的；平缓的 n. 弥撒升阶圣歌集
1936 | diverse | adj. 不同的；多种多样的；变化多的
1937 | club | n. 俱乐部，社团；夜总会；棍棒；（扑克牌中的）梅花 v. 用棍棒打；募集 adj. 俱乐部的
1938 | grammar | n. 语法；语法书
1939 | narrow | adj. 狭窄的，有限的；勉强的；精密的；度量小的 n. 海峡；狭窄部分，隘路 v. 使变狭窄
1940 | appointment | n. 任命；约定；任命的职位
1941 | male | adj. 男性的；雄性的；有力的 n. 男人；雄性动物
1942 | transaction | n. 交易；事务；办理；会报，学报
1943 | creative | adj. 创造性的
1944 | behalf | n. 代表；利益
1945 | talent | n. 才能；天才；天资
1946 | subtle | adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
1947 | prior | adj. 优先的；在先的，在前的 adv. 在前，居先 n. (Prior)人名；(法、西、葡、捷)普里奥尔；(英)普赖尔；(意)普廖尔
1948 | duty | n. 责任；[税收] 关税；职务
1949 | application | n. 应用；申请；应用程序；敷用
1950 | print | n. 印刷业；印花布；印刷字体；印章；印记 v. 印刷；打印；刊载；用印刷体写；在…印花样
1951 | forward | adj. 向前的；早的；迅速的 adv. 向前地；向将来 v. 促进；转寄；运送 n. 前锋
1952 | notice | n. 通知，布告；注意；公告 v. 通知；注意到；留心
1953 | fun | n. 乐趣；玩笑；有趣的人或事 adj. 供娱乐用的 vi. 开玩笑
