ID|word|meaning
2389|earning|n.所得,收入.动词earn的现在分词
2390|defense|n.国防部,防卫
2391|aggressiveness|n.进取精神,侵犯
2392|conifer|n.[植]松类,针叶树
2393|inorganic|a.无机的,非自然生长的
2394|chronological|a.按年代顺序排列的
2395|milky|a.牛奶的,乳白色的
2396|upsurge|n.高潮.vi.涌起,增长
2397|endpoint|n.端点
2398|travel|n./v.旅行,移动,传播
2399|memorable|a.难忘的,重大的
2400|code|n.代码.vt.把…编码
2401|postpone|vt.推迟,使延期
2402|personalize|vt.个人化,私人化
2403|veteran|n.老兵,老手.a.经验丰富的
2404|dull|a.乏味的,阴沉的
2405|cordwainer|n.鞋匠
2406|seldom|ad.很少,不常
2407|cellulose|n.纤维素,（植物的）细胞膜质
2408|purposefully|ad.有目的地,蓄意地
2409|affront|v.侮辱,冒犯
2410|site|n.位置,地点.vt.使位于,设置
2411|saving|n.存款.a.搭救的,节约的
2412|narrate|v.叙述,作解说
2413|dense|a.密集的,浓厚的,愚钝的
2414|further|a./ad.更远的,更进一步地,而且.v.促进
2415|concurrent|a.一致的,同时的
2416|crisscross|v.交叉,来回移动.n.十字形,矛盾
2417|blacken|v.使变黑,诽谤
2418|efficiency|n.效率,功效
2419|unreal|a.不真实的,虚幻的
2420|dirt|n.污垢,泥土,灰尘
2421|Chinese|n./a.中国（人）(的)
2422|wish|n.愿望v.希望,想要
2423|news|n.新闻,消息
2424|televisual|a.电视的
2425|forget|v.忘记,忽略
2426|squeak|n.吱吱声.v.吱吱叫
2427|lunch|n.午餐
2428|peaceful|a和平的,平静的
2429|shaft|n.柄,杆
2430|wok|n.锅,炒菜锅
2431|sell|v.出售,卖
2432|invite|vt.邀请,征求
2433|happy|a.快乐的,幸福的
2434|crevice|n.裂缝
2435|adequate|a.足够的,适当的,胜任的
2436|maximum|n.最大量,最大限度
2437|crucible|n.坩锅,严酷的考验
2438|stonemason|n.石匠
2439|vanish|vi.消失,不复存在,绝迹
2440|tethys|n.古地中海,特提斯海
2441|high-tensile|a.高强度的
2442|inclusive|a.包含...在内的,包罗广泛的
2443|Baltic|a波罗的海的,波罗的语的
2444|pointe|n.（芭蕾舞中的）足尖舞
2445|left-sided|a.左侧的
2446|smoke|.v.抽烟,吸烟
2447|one-quarter|a.四分之一的
2448|Caribbean|n.加勒比海
2449|read|v.读,理解
2450|speculation|n.思索,做投机买卖
2451|mason|n.泥瓦匠.vt.用砖瓦砌成
2452|sterile|a.贫脊的,不结果的,无菌的
2453|sulfate|n.硫酸盐
2454|evaluation|n.估价,评价
2455|cardiac|n.强心剂.a.心脏的,(胃的)贲门的
2456|wild|a.野生的.n.荒野
2457|tiny|a.很少的,微小的
2458|uncontrollably|a.无法管束的,控制不住的
2459|sparrow|n.[鸟]麻雀
2460|dedication|n.贡献,奉献
2461|show|v.证明,显现,说明.n.表演
2462|complicate|v.(使)变复杂
2463|phosphate|n.磷酸盐
2464|conceive|v.构想,设想,怀孕
2465|laborious|a.艰苦的,费劲的,勤劳的
2466|actor|n.男演员,行动者
2467|partial|a.部分的,局部的
2468|perceptual|a.感性的,知觉的
2469|week|n.星期,周
2470|north|a.北方的.ad.向北.n.北方
2471|ethically|ad.伦理(学)上
2472|herculean|a.极困难的,需要大力气的
2473|vacation|n.假期,休假
2474|sunflower|n.[植]向日葵
2475|million|num.百万,百万个adj.无数的
2476|fraction|n.小部分,片断
2477|height|n.高度,海拔
2478|predation|n.掠食
2479|neptune|n.[天]海王星
2480|proliferate|vi.繁殖,使...激增,使...扩散
2481|advice|n.忠告,建议
2482|behavioral|a.行为的
2483|agitate|v.搅动,煽动,使…激动
2484|fluke|n.侥幸,偶然的机会
2485|fiddler|n.拉提琴的人,游手好闲的人
2486|armory|n.兵工厂,军械库
2487|instruction|n.命令,指示,用法说明
2488|scandinavia|n.斯堪的纳维亚（北欧地名）
2489|militaristic|a.军国主义的
2490|many|a.许多的
2491|obsidian|n.[矿]黑曜石
2492|Yucatan|n.尤卡坦半岛
2493|ware|n.陶器,器皿
2494|Australian|n.澳大利亚(的)
2495|Paris|n.巴黎
2496|publicity|n.公开,公众的注意
2497|rationally|ad.理性地
2498|competitive|a.竞争的
2499|backbreaking|a.非常辛苦的,极累人的
2500|problem|n.问题,难题
2501|to|prep.向,对,趋于,直到…为止,比,到
2502|erode|v.侵蚀,腐蚀
2503|elliot|n.埃利奥特(男子名)
2504|Swiss|n./.a.瑞士(的),瑞士人(的)
2505|electronically|ad.电子地,通过电子手段
2506|gratify|vt.使满足,使满意
2507|challenge|n./v.挑战
2508|house|n.房屋.vt.给…房子住
2509|solder|n.焊料.v.焊接
2510|mask|n.面具
2511|plankton|n.浮游生物（总称）
2512|basketwork|n.编织物
2513|bask|vi.晒太阳,感到适意.vt.使舒适暖和
2514|accordion|n.手风琴
2515|up|ad./a.向上(的).prep.沿…往上n.上升,繁荣
2516|manifesto|n.宣言,声明
2517|trust|vt./n.信任,信赖
2518|avoid|vt.避免,预防
2519|virginal|a.处女的,无瑕的
2520|implicitly|ad.含蓄地,暗中地
2521|sunset|n.日落,晚年
2522|nine|num.九,九个
2523|finger|n.手指.v.用手指拨弄
2524|tertiary|a.第三的,第三位的
2525|handbook|n.手册,便览,指南
2526|wood|n.木头,木材,树林,木制品
2527|counsel|n.律师.vt.劝告,提议
2528|hover|v.盘旋,翱翔,徘徊
2529|footprint|n.足迹
2530|predominantly|ad.主要地,占优势地
2531|broker|n.掮客,经纪人
2532|terrible|a.很糟的,极坏的,骇人的
2533|Indonesia|n.印尼(东南亚岛国)
2534|measurement|n.测量法,度量
2535|saddle|n.鞍,(自行车)座.vt.装鞍
2536|package|n.包裹,包.vt.打包
2537|semiarid|a.半干旱的,雨量非常少的
2538|glycoprotein|n.[化]糖蛋白类,醣蛋白
2539|expressiveness|n.表现,表示
2540|guide|n.领路人,指南.vt.指导,支配
2541|heel|n.脚后跟
2542|Mexican|n./a.墨西哥(的),墨西哥人(的)
2543|identify|v.识别,鉴定
2544|Atlantic|n.大西洋.a.大西洋的
2545|springtime|n.春天,春季
2546|conquer|vt.征服,战胜,攻克
2547|desertification|n.荒漠化,沙漠化
2548|Russian|a./.n.俄罗斯(语)(的)
2549|hieratic|a.僧侣的,僧侣用的
2550|cellular|a.细胞组成的,多孔的
2551|folklore|n.民间传说,民俗学
2552|contamination|n.污染,污染物
2553|metallurgy|n.冶金,冶金术
2554|neonate|n.初生婴儿
2555|regime|n.政权制度,政权
2556|telephone|n.电话
2557|obedience|n.服众,顺从
2558|wheat|n.小麦
2559|module|n.模数,模块,(航天器的)舱
2560|makeup|n.化妆品,组成,结构,补充
2561|essential|a.本质的,重要的,必要的
2562|warehouse|n.仓库,货栈
2563|nick|n.小伤口,刻痕
2564|rebel|n.反叛分子.vi.反叛,反对
2565|deposit|v.沉淀,存放,堆积.n.存款,堆积物
2566|destroy|v.破坏,毁灭,消灭
2567|hydroponically|n.水耕法,水栽培
2568|notebook|n.笔记簿,笔记本
2569|fiber|n.光纤
2570|interactive|a.交互式的,相互作用的
2571|hummingbird|n.蜂雀
2572|self|n.自己,自我
2573|undoubtedly|ad.无庸置疑地,的确地
2574|farmhand|n.农业工人,农场工人
2575|missionary|n./a.传教士(的),传教的,n.
2576|uncle|n.伯父,叔父
2577|notoriously|ad.臭名昭著地,众所周知地
2578|self-governing|a.自治的
2579|radial|a.光线的,放射状的
2580|Andromeda|n.埃塞俄比亚的公主,仙女座
2581|practically|ad.实际上,几乎,简直
2582|style|n.风格,式样,时尚v.设计
2583|discrimination|n.歧视,辨别力
2584|drag|v.拖,拖曳.n.累赘
2585|prospect|n.前景,景象,希望.vt.勘探
2586|ponytail|n.马尾辫(一种发型)
2587|chocolate|n.巧克力
2588|unmistakable|a.明显的,不会弄错的
2589|college|n.学院,大学
2590|airstream|n.气流
2591|pick|v.挑选,采摘
2592|adversity|n.灾祸,逆境
2593|nodule|n.节结
2594|breathtaking|a.令人赞叹的,壮观的
2595|boil|n.沸点.v.煮沸,激动
2596|universal|a.普遍的,全体的,通用的,宇宙的
2597|sorrow|n.悲哀,悲痛
2598|boom|n.繁荣.v.发隆隆声,兴隆
2599|wage|n.工资v.发动
2600|consider|v.考虑,认为
2601|needlelike|a.针状的
2602|highland|n.高地,丘陵地带
2603|profound|a.深刻的,意义深远的
2604|radius|n.半径（范围）
2605|only|a.唯一的.ad.仅仅.conj.但是
2606|dietary|a.饮食的.n.规定的食物
2607|assist|v.援助,帮助
2608|catastrophic|a.悲惨的,灾难的
2609|atomization|n.分离成原子,雾化
2610|gibraltar|n.直布罗陀(海峡)
2611|atmospheric|a.大气的,大气层的
2612|postdate|vt.填迟...的日期.n.事后日期
2613|literature|n.文学,文献
2614|tenet|n.原则,教义
2615|raise|n.上升,增高加薪.vt.升起,举起,提出,筹集,养育
2616|restless|a.得不到休息的,不安宁的
2617|thinly|ad.稀疏地,瘦
2618|notorious|a.臭名昭著的
2619|lifeblood|n.生命必须的血液,活力的源泉
2620|too|ad.也,太,过度
2621|megafossil|n.大化石
2622|membership|n.成员资格,全体会员
2623|approximate|a.近似的,大约的.v.近似,接近
2624|reorganize|v.改组,整顿
2625|wisdom|n.智慧,学识
2626|freighter|n.货船,承运人
2627|bulk|n.(大)块,主体.vt.使更大
2628|eusocial|a.(昆虫)完全社会性的,完全群居的
2629|zoologist|n.动物学家
2630|emboss|vt.饰以浮饰,使浮雕出来
2631|untouched|a.未触及的,未改变的,不受感动的
2632|relatively|ad.相对地,比较地
2633|reply|n.答复,答辩.v.答复,回击
2634|shape|v.塑造,形成.n.形状,形式
2635|nonnative|n.非本地的,非本地人
2636|seduce|vt.勾引,引诱,怂恿
2637|counteract|vt.抵消,中和,阻碍
2638|stratify|vt.(使)成层
2639|modal|a.模态的,形态上的,情态的
2640|realistic|a.现实(主义)的
2641|curly|a.卷曲的,弯曲的,(木材)有皱状纹理的
2642|depredation|n.掠夺,破坏痕迹
2643|abbreviate|v.缩写,简化
2644|await|vt.等候
2645|lung|n.肺,呼吸器
2646|script|n.手稿,手迹,剧本
2647|certainty|n.确定,确实的事情
2648|sponge|n.海绵.vt.擦
2649|linear|a.线的,直线的
2650|alteration|n.变更,改造,修改
2651|ruminant|n./a.反刍动物(的),沉思的
2652|diet|n.通常所吃的食物,会议,节食
2653|shirt|n.衬衫
2654|follow|v.跟随,接着,沿着,遵循
2655|month|n.月
2656|creator|n.创建者,创作者
2657|restraint|n.抑制,制止
2658|politics|n.政治,政治学
2659|evening|n.傍晚,晚间
2660|inactivity|n.不活动,迟钝
2661|fluffy|a.绒毛似的,蓬松的
2662|triumph|n.胜利.v.获胜
2663|wire|n.金属丝,电线.v.安装电线,发电报
2664|neurilemmal|a.神经膜的,神经鞘的
2665|concentrate|v.集中,浓缩
2666|rebuild|v.重建,改造
2667|dynasty|n.朝代,王朝
2668|initiate|v.开始,发起.n.新加入者
2669|usable|a.[亦作useable]可用的,合用的
2670|homespun|n./a.手织物(的)
2671|pave|v.铺,安排
2672|Afghanistan|n.阿富汗(西南亚国家)
2673|spit|n.唾液.v.吐(唾沫)
2674|place|n.地方.vt.放置,任命.n.名次
2675|putt|vt.短打,把球轻轻打进洞.n.(高尔夫球)推杆
2676|exposure|n.暴露,揭露
2677|kiln|n.窑,炉
2678|tame|a.(指动物)驯服的,平淡的.v.驯养,驯服
2679|policy|n.政策,方针
2680|loam|n.肥土
2681|prospector|n.探勘者,采矿者
2682|second|n.秒.a.第二的,次要的
2683|precursor|n.先驱
2684|lawlike|a.似法律的
2685|hide|v.躲藏,隐瞒
2686|tinge|n.(清淡的)色调.vt.给…着色
2687|fluctuation|n.波动,起伏
2688|sensation|n.感觉,感情,轰动
2689|streetcar|n.路面电车
2690|woodcut|n.木刻
2691|clause|n.子句,条款
2692|obvious|a.明显的,显而易见的
2693|five|num.五,五个
2694|upcoming|a.即将来临的
2695|easily|ad.容易地,无疑地
2696|accumulation|n.积聚,堆积物
2697|speech|n.演说
2698|complement|n.补足物
2699|regionalist|n.地方主义者,地方主义作家
2700|enemy|n.敌人
2701|Yorkshire|n.约克郡,约克夏(英国英格兰原郡名)
2702|subway|n.地铁,地下通道
2703|sufficiency|n.充足,充裕
2704|fulfill|vt.履行,实现
2705|incompatible|.a.不相容的,矛盾的
2706|sociability|n.好交际,善于交际
2707|devastation|n.(大面积)毁坏,荒废
2708|fairy-tale|a.童话式的
2709|clue|n.线索
2710|preservative|n.防腐剂.a.防腐的,保存的
2711|populate|v.构成人口,居住于
2712|urbanize|vt.使都市化,使文雅
2713|swampy|a.沼泽的,似沼泽的
2714|hesitant|a.迟疑的,犹豫不定的
2715|successively|ad.一个接一个地
2716|poikilotherm|n.[动]变温动物,冷血动物
2717|refine|vt.精炼,精制,完善
2718|traffic|n.交通,运输.vi.(非法)交易
2719|rampant|a.猖獗的,蔓生的
2720|partly|ad.在一定程度上,部分地
2721|roll|v.(使)滚动,卷.n.卷,名单
2722|sleepy|a.困乏的,欲睡的
2723|incorrect|a.不正确的,错误的
2724|exception|n.除外,例外,异议
2725|soloist|n.独奏者,独唱者
2726|diagonally|ad.斜对地,对角地
2727|scientist|n.科学家
2728|sugarcane|n.[植]甘蔗
2729|customarily|ad.通常,习惯上
2730|loder|n.[计]装填器
2731|best-known|a.最有名的
2732|distant|a.远的,疏远的,遥远的
2733|occupy|vt.占,占领,使忙碌
2734|mesopotamia|n.美索不达米亚（两河流域）
2735|task|n.任务,作业
2736|vaguely|ad.含糊地,暧昧地,茫然地
2737|general|a.普遍的,概括的
2738|money|n.钱,货币,财富
2739|mainly|ad.主要地,大体地
2740|adaptable|a.能适应的,适应性强的,可改编的
2741|ostrich|n.鸵鸟
2742|gully|n.小峡谷,排水沟
2743|unify|vt.统一,使成一体
2744|core|n.核心,要点
2745|stonework|n.石雕工艺,做石工的场所
2746|racetrack|n.(主要用于赛马,赛狗的)跑道
2747|arsenal|n.兵工厂,军械库
2748|speed|n.速度.v.加速,急行,使繁荣
2749|reaction|n.反应,反作用
2750|willing|a.乐意的,自愿的
2751|cargo|n.船货,货物
2752|hatchery|n.孵卵所
2753|flagellum|n.[动]鞭毛
2754|friendliness|n.友谊,友善
2755|treat|vt.医治.vt./n.对待,款待.
2756|ingot|n.[冶]锭铁,工业纯铁
2757|easy-access|a.便于接近,易于检修
2758|platypus|n.[动]鸭嘴兽
2759|linguistic|a.语言(学)上的
2760|anchor|n.锚.v.抛锚
2761|commute|v.通勤,折换.n.乘车上下班
2762|torrid|a.晒热的,热情的
2763|sunrise|n.日出
2764|everyone|pron.每个人
2765|undermine|v.破坏,在..下挖坑道
2766|publication|n.出版(物),发行
2767|trumpeter|n.喇叭手,号兵
2768|poor|a.贫穷的,可怜的
2769|unaware|a.不知道的,没觉察到的
2770|forbearance|n.自制,忍耐,宽容
2771|foliage|n.树叶,植物
2772|eviscerate|v.取出内脏,除去精华
2773|job|n.工作,职业
2774|longtime|a.(已持续)长时间的.ad.长久地
2775|newscast|n.<美>新闻广播
2776|blister|n.水泡
2777|franklin|n.小地主,乡绅.n.富兰克林(人名)
2778|frontal|n.前沿,边境
2779|popularity|n.普及,流行
2780|sufficient|a.足够的,充分的
2781|mine|n.矿.v.采矿
2782|cousin|n.堂兄弟姊妹,表兄弟姊妹
2783|forestall|vt.之前,先...(用先发制人的方法)预防,阻止
2784|dish|n.盘,碟,菜肴.v.把…装盘
2785|entire|a.全部的,整个的
2786|boost|vt.提高,推动,宣扬.n.增涨,激励
2787|disintegrate|v.分裂成小片,瓦解
2788|thresher|n.打谷者,打谷机,[鱼]长尾鲨
2789|postal|a.邮政的,邮局的
2790|bathe|v.沐浴.n.洗澡
2791|tapeworm|n.[动]绦虫
2792|renowned|a.有名的,有声誉的
2793|dwindle|v.缩小
2794|earn|vt.赚得
2795|stoneware|n.瓷器
2796|temper|n.脾气,韧度.vt.调和,锻炼
2797|inflation|n.通货膨胀,膨胀
2798|hitherto|ad.迄今,至今
2799|worldwide|a.全世界的
2800|biography|n.传记
2801|grant|vt.授予,同意,准予
2802|pollinate|vt.对...授粉
2803|trestle|n.架柱,支架
2804|kinsman|n.男性亲戚,同族者
2805|other|a.别的,其余的.pron.另一个人(或物)
2806|percussion|n.碰撞,打击乐器
2807|Ute|n.犹特人(美洲印第安人的一种),犹特语
2808|molecular|a.分子的
2809|cougar|n.[动]美洲狮(尤指Felisconcolor)
2810|calorie|n.卡路里
2811|craftspeople|n.工匠,手艺人
2812|synapsis|n.[生]染色体结合,突触
2813|noticeably|ad.显著地,显然,引人注目地
2814|sieve|n筛,滤网.v.筛,过滤
2815|industrialization|n.工业化,产业化
2816|sewage|n.污水,污物,下水道
2817|Hampshire|n.汉普郡(英国南部之一郡)
2818|mutualism|n.互助论,互利共生
2819|vertebrate|n.脊椎动物
2820|recreation|n.消遣,娱乐
2821|storytelling|n.说书,讲故事
2822|accessibility|n.易接近,可到达的
2823|monster|n.怪物,恶人
2824|romance|n.恋爱关系,浪漫气氛
2825|insure|v.给...保险,确保
2826|voice|n.嗓音,意见.vt.说(话)
2827|shoeshine|n.鞋油,擦皮鞋
2828|helplessly|ad.无能为力地
2829|arousal|n.觉醒,激励
2830|vapor|n.水蒸气,烟雾
2831|pillow|n.枕头,枕垫.v.枕着
2832|percussive|a.冲击的,叩诊的,敲击的
2833|chalk|n.粉笔
2834|maple|n.枫树
2835|Greece|n.希腊
2836|being|n.存在,生命
2837|who|pron.谁
2838|stick|n.棍.vt.刺,戳
2839|subsidize|vt.资助,津贴
2840|flute|n.长笛.v.吹长笛,刻槽
2841|destination|n.目的地
2842|pedagogic|a.教师的,教育学的,教授法的
2843|passion|n.激情,热情
2844|orchid|n.兰花
2845|disruptive|a.使破裂的,分裂性的
2846|subsidy|n.补助金,津贴
2847|figuratively|ad.比喻地,象征性地
2848|hardship|n.困苦,艰难
2849|comer|n.来者,新来者,有成功希望的人
2850|trigger|vt.引发,引起.n.板机
2851|gorgeous|a.华丽的,灿烂的,极好的
2852|feathery|a.生有羽毛的,柔软如羽毛的
2853|stroke|n.中风,划桨,击,笔划,抚摸.vt.抚摸
2854|pupil|n.小学生,瞳孔
2855|characterization|n.描述,人物之创造
2856|ankle|n.[解]踝
2857|secure|a.安全的,可靠的.vt.得到,保卫
2858|voyage|n./v.航海
2859|amazement|n.惊愕,惊异
2860|nonessential|a.非本质的,非必需的
2861|grande|a.重大的,显要的
2862|save|v.解救,保存.prep.除…之外
2863|sparsely|ad.稀疏地,贫乏地
2864|soul|n.灵魂,精髓
2865|hatch|n.孵化.vt.孵出,策划
2866|lug|vt.(用力)拖拉
2867|instantaneous|a.瞬间的,即刻的
2868|lens|n.透镜,镜头
2869|aural|a.听觉的
2870|healthy|a.健康的
2871|patrol|v.出巡,巡逻
2872|meteoric|a.流星的,大气的
2873|congress|n.(美国等国的)国会,议会
2874|wax|n.蜡,蜂蜡.vt.给…上蜡.vi.月亮渐满
2875|native|a.本国的,本土的,当地的.n.本地人,土产
2876|fluent|a.流利的,流畅的
2877|masthead|n.桅顶,报头
2878|pesky|a.讨厌的,烦人的
2879|inspiration|n.灵感,鼓舞
2880|deck|n.甲板,舰板
2881|filmmaker|n.电影摄制者
2882|incipient|a.初期的,初始的
2883|seriousness|n.严肃,认真,严重性
2884|politically|ad.政治上地
2885|disorder|n.混乱.vt.扰乱
2886|while|conj.当…的时,而,虽然.n.一会儿,一段时间
2887|permeable|a.有浸透性的,能透过的
2888|oral|a.口头的,口述的n.口试
2889|buckle|n.带扣.v.扣住,变弯曲
2890|adjacent|a.邻近的,毗连的
2891|momentum|n.动力,势头
2892|unresolved|a.未解决的,未决定的
2893|angstrom|n.[物理]埃(长度单位)
2894|inhabitant|n.居民,居住者
2895|inscribe|vt.题写
2896|forefather|n.祖先,祖宗
2897|nourish|vt.滋养,使健壮,
2898|clarification|n.澄清,净化
2899|conflict|n.冲突,战斗.vi.冲突,抵触
2900|unseen|a.未见过的
2901|ere|pron./conj.在….之前
2902|lean|n.倾斜,倚靠.v.依靠,倾斜.a.贫乏的
2903|cactus|n.[植]仙人掌
2904|optimal|a.最理想的,最佳的
2905|aloof|a.冷漠的.ad.远离地
2906|dust|n.尘土,粉末.v.除尘,撒(粉末等)
2907|revolve|v.旋转,考虑,围绕
2908|Ontario|n.安大略湖[北美洲]
2909|companion|n.同伴,共事者
2910|rhythm|n.节奏,韵律
2911|equality|n.等同性,平等
2912|merchandis|n.商品,货物.v.买卖
2913|habitual|a.习惯的,惯常的
2914|horticulturalist|n.园艺家
2915|brawl|vi.争吵,怒骂
2916|superiority|n.优越,高傲
2917|trillion|num.万亿
2918|genuine|a.真实的,真正的,诚恳的
2919|republic|n.共和国,共和政体
2920|confirm|v.确定,确认,批准
2921|thank|vt.感谢
2922|prone|a.易于…的,很可能…的
2923|prairies|n.大草原
2924|migratory|a.迁移的,流浪的
2925|motion|n.运动,动作,请求,手势,意向
2926|imprecise|a.不精确的
2927|modify|v.更改,修改,修饰
2928|kier|n.漂煮锅
2929|significance|n.意义,重要性,意思
2930|wet|a.湿的,多雨的
2931|child|n.孩子,产物
2932|tranquil|a.安静的
2933|latitude|n.纬度,范围
2934|cany|a.藤的,状似手杖的
2935|Patricia|n.帕特丽夏（女子名）
2936|mental|a.精神的,智力的
2937|consort|v.结交,符合.n.配偶
2938|bury|vt.埋葬,掩埋
2939|kitchenware|n.厨房用具
2940|bother|v./n.烦扰,打扰.v.使恼怒
2941|granite|n.花岗岩
2942|theatrical|a.戏剧性的
2943|localize|v.集中,局部化,地方化
2944|population|n.人口,(具有共同特点的)一类人
2945|vitamin|n.维他命,维生素
2946|aircraft|n.航行器
2947|security|n.安全,保证
2948|demolish|vt.毁坏,推翻,粉碎
2949|fathom|n.长度单位(6英尺).v.看穿
2950|beaver|n.海狸(毛皮)
2951|abalone|n.[动]鲍鱼(软体动物)
2952|basement|n.地下室,墙脚
2953|dizzy|a.(指人)晕眩的,眼花缭乱的.vt.使人晕眩的
2954|than|conj.比.prep.与...相比较,超过
2955|protect|vt.保护
2956|modern|a.现代的,时髦的.n.现代人
2957|fringe|n.边缘,须边.a.边缘的,附加的
2958|potter|n.陶工,制陶工人
2959|lower|a.较低的,下面的.vt.降下,放低
2960|fall|v.落下,倒下
2961|neglect|vt./n.忽视,忽略,疏忽
2962|tree|n.树
2963|exhibitor|n.展出者,显示者
2964|principal|a.主要的,首要的.n.资本
2965|simultaneously|ad.同时地
2966|involve|vt.包含,牵涉
2967|overtime|n.超时.a.超时的,加班的ad.加班
2968|prodigious|a.巨大的,惊人的
2969|drift|v./n.漂流,大意,趋势
2970|bipedal|a.两足动物的,两足的
2971|separable|a.可分离的,可分的
2972|maintenance|n.维护,保持
2973|Maya|n.玛雅人,玛雅语
2974|bet|n.赌,打赌.v.赌,赌钱
2975|advertisement|n.广告,宣传
2976|alone|a.单独的
2977|people|n.大众,人,民族,公民
2978|patchy|a.补丁的,不调和的,拼凑的
2979|volcanic|a.火山的,猛烈的,易突然发作的
2980|secretin|n.分泌素
2981|germination|n.萌芽,发生
2982|irritability|n.过敏性,兴奋性,易怒
2983|achondrite|n.不含球粒陨石
2984|art|n.艺术,艺术品
2985|Chile|n.智利
2986|ruler|n.统治者,(直)尺
2987|cab|n.出租汽车
2988|wonderfully|ad.令人惊讶地,奇妙地
2989|compete|vi.竞争,比赛
2990|huge|a.巨大的,庞大的,无限的
2991|refrigerate|v.使冷冻,使冷藏
2992|subsequent|a.后来的,随后的
2993|meteorologist|n.气象学者
2994|foster|vt.收养,培养,促进
2995|sexually|ad.性别地,两性之间地
2996|outlying|a.远离中心的,偏僻的
2997|confusion|n.混乱,混淆,困惑
2998|magic|n.魔术,魔力.a.有魔力的
2999|pram|n.婴儿车
3000|fullness|n.满,丰富,成熟
3001|anthocyanin|n.[植]花青素,[化]花色醣苔
3002|distinctively|ad/区别地,特殊地
3003|aim|n.目标v.对...瞄准,打算
3004|scraggly|a.零乱的,锯齿状的
3005|elsewhere|ad.在别处
3006|deco|n.装饰派艺术
3007|rejoin|v.再结合,再加入
3008|ppm|abbr.百万分率,百万分之…（partspermillion）
3009|lay|vt.放置,铺设,产卵
3010|moderate|a.中等的,适度的
3011|important|a.重要的,重大的,有地位的
3012|meaningless|a.无意义的
3013|unload|vi.卸货.vt.摆脱...之负担
3014|luster|n.光彩,光泽
3015|blip|n.(在雷达屏幕显示的)物体光点,尖音信号
3016|narcotic|n.麻醉药,镇静剂.a.麻醉的
3017|Eurasian|a.欧亚的,欧亚人的
3018|breathless|a.无声息的,喘不过气来的
3019|exclaim|v.呼喊,惊叫
3020|unravel|v.拆开,阐明
3021|modulation|n.调制,调整
3022|utilize|vt.利用
3023|teacup|n.茶杯
3024|six|num.六,六个
3025|additional|a.另外的,附加的
3026|sulfide|n.<美>[化]硫化物
3027|Latin|n./a.拉丁文,拉丁语(的)
3028|unincorporated|n.未联合的,未合并的
3029|inside|ad./prep.在…里面,少于.n./a.里面(的)
3030|average|n./a.平均(的).v.平均
3031|diligence|n.勤奋
3032|formal|a.正式的,正规的
3033|symphony|n.交响乐,交响曲
3034|back|ad.回原处.n.背,后面.a.后面的.v.后退
3035|adhere|vi.粘附,遵守
3036|violent|a.猛烈的,暴力的
3037|ptarmigan|n.松鸡类,雷鸟
3038|woody|a.多树木的,木质的
3039|preposterous|a.荒谬的,可笑的,前后颠倒的
3040|equatorial|a.(近)赤道的
3041|piston|n.活塞
3042|preparedness|n.有准备,已准备
3043|priest|n.牧师
3044|positive|a.积极的,肯定的,实际的
3045|barrelful|n.一桶之量,大量
3046|omnibus|n.公共汽车,精选集.a.综合性的
3047|doubt|n./v.怀疑,怀疑
3048|legitimately|ad.正当地,合理地
3049|complete|v.完成.a.完整的,十足的
3050|antipathy|n.憎恶,反感
3051|realization|n.实现
3052|rhyolite|n.[地]流纹岩
3053|caput|n.头,首,
3054|recover|v.恢复,复原,重获
3055|carman|n.车夫,司机
3056|holding|n.保持,固定
3057|specialist|n.专门医师,专家
3058|civilian|n.平民,百姓
3059|melodic|a.有旋律的,调子美妙的
3060|falsely|ad.虚伪地,错误地
3061|ounce|n.盎司
3062|educator|n.教育家
3063|needlefish|n.[动]颌针鱼(一种长嘴便鳞之海鱼)
3064|cross|n.十字,交叉.v.使交叉,横过
3065|impregnate|vt.使怀孕,使受精.a.怀孕的,充满的
3066|override|vt.不顾,否决,凌驾
3067|foul|a.邪恶的,下流的.n.犯规.v.弄脏
3068|those|ad./pron.那些
3069|steppe|n.特指西伯利亚一带没有树木的大草原
3070|thresh|v.打谷,脱粒,反复得做
3071|parade|n.游行,炫耀.v.游行,炫耀
3072|attractiveness|n.魅力,吸引力
3073|till|prep.直到,在...以前
3074|decline|v./n.下降,衰退,婉拒,谢绝
3075|joyous|a.快乐的,高兴的
3076|sty|n.猪栏.v.住在猪圈里,关入猪栏
3077|satisfy|v.满足,使满意
3078|contributor|n.贡献者,捐助者,投稿人,原因
3079|mainland|n.大陆,本土
3080|pulp|n.酱,果肉,纸浆
3081|ambience|n.周围环境,气氛,布景
3082|stereotype|n.老套,固定模式,陈腔滥调
3083|incentive|a.刺激的,鼓励的.n.动机
3084|reluctance|n.不愿,勉强
3085|mantle|n.斗蓬.v.披风,覆盖
3086|cache|v.贮藏,隐藏.n.藏物处
3087|wed|v.娶,嫁,结婚
3088|endotherms|n.温血动物,恒温动物
3089|democracy|n.民主政治,民主主义
3090|subtropical|a.亚热带的
3091|away|ad.在远处,离去
3092|border|n.边界.vt.与...接壤,接近
3093|robin|n.知更鸟
3094|literary|a.文学的
3095|friendly|a.友好的,友谊的
3096|ridge|n.背脊,山脊,山脉
3097|array|n./v.展示,排列
3098|incorporate|v.合并,组成公司.a.合并的
3099|flattish|a.有点平凡的,稍平的
3100|pliable|a.柔顺的,圆滑的
