ID|word|meaning
683|dissonance|(音调)不和谐,刺身,不一致,分歧：disagreeable
684|dissuade|劝阻,反对：deter persuasion, exhortation
685|distain|贬损,伤害(某人的)名誉：lose honor, respect, reputation,弄脏：dirty
686|distal|远离中心的,(神经)末梢的：situated away
687|distend|(使)膨胀：expand
688|distill|对…用蒸馏法提高纯度：increase, purify,(使)渗出,(使)滴下：fall drops
689|distort|扭曲,歪曲：twist
690|distract|转移(注意力),使分心：draw, direct different,使焦虑,使不安：trouble, uneasy,疯狂的：insane, mad
691|distraught|精神狂乱的,极疯狂的：agitated, insane
692|diurnal|白天发生或行动的：daytime,每天的：every day,期刊：publication at regular intervals
693|diverge|改变方向：change,(使)分叉,散开：different directions central,分歧：different, differ,离题：depart from
694|diversity|多样性：variety, multiformity,分歧,不同点：different
695|divert|使转向：turn, deflect,使消遣：agreeably,使分心：draw something else
696|divestiture|剥夺：taking away
697|divulge|泄露(秘密)：known confidence, secret
698|dodder|蹒跚,颤巍巍地行进：progress unsteadily
699|dodge|躲避：avoid
700|doff|脱下：take off, remove
701|dogged|坚持的,坚决的：continuing, slackening, yielding],固执的,任性的：sticking to
702|dogma|教条,信条：doctrine stated authoritatively
703|doldrums|低迷,中断：inactivity,情绪不佳：low spirits
704|dolorous|忧伤的：misery, grief
705|dolt|笨蛋：stupid
706|domicile|住所,住宅：residence,为…提供住处：provide domicile
707|dominant|处于支配地位的：controlling others,(基因)显性的：genetic dominance
708|don|穿上：put on
709|donor|捐赠人,给体：donates
710|doodle|(无目的)地乱涂乱画：aimlessly,漫无目的地打发时光：aimless activity
711|dormant|静止的,不活跃的：inactivity,(动物)冬眠的：suspended
712|dour|闷闷不乐的,死气沉沉的：gloomy,严厉的：harsh
713|douse|熄灭：put out,弄湿：wet
714|downplay|轻描淡写：,不予重视：minimize significance
715|downpour|倾盆大雨：heavy rain
716|doyen|有经验的人,资深人士：knowledge experience,(加入时间较长的)高级会员：senior member
717|doze|小憩：lightly
718|draconian|极其残酷的,十分严厉的：harsh
719|drawl|慢吞吞地说：speak slowly
720|dreary|单调乏味的：nothing cheer,令人不悦的：causing unhappiness
721|drench|使湿透,浸透：wet thoroughly
722|drivel|胡言乱语：meaningless,胡言乱语,说傻话：talk stupidity
723|drizzle|(下)细小、轻柔、似雾的雨,毛毛雨：misty rain
724|droll|古怪有趣的,离奇可笑的：amusingly odd
725|drone|低沉单调地说,嗡嗡地叫：talk monotonous,(昆虫振翅般)单调嗡嗡的声音：monotonous sound,混日子：doing nothing
726|drudgery|苦工,单调、卑贱或无趣的工作：tedious work
727|dubious|充满不定性的,值得怀疑的：uncertainty, questionable,(对事实等)持怀疑态度的：not feeling sure,迟疑不决的,不愿行动的：slow to begin because of doubts
728|ductile|可塑的,有延展性的：malleable,易受影响的：easily led
729|dulcet|悦耳的,令人愉悦的：melodious
730|dullard|笨蛋：stupid
731|dupe|复制品,复制：exactly like something else,易受骗的人：easily deceived,欺骗：deceive
732|duplicity|欺骗,口是心非：deceptiveness
733|dwindle|逐渐减少：gradually less
734|dyspeptic|脾气坏的：bad-tempered,消化不良的：dyspepsia
735|earnest|严肃认真的：serious
736|earshot|听力所及的范围：range hear
737|earsplitting|震耳欲聋的：distressingly loud
738|eavesdrop|偷听：listen secretly
739|ebullient|热情奔放的：zestfully
740|eccentric|行为出格的,不循规蹈矩的：deviating conventional
741|éclat|辉煌成就：success
742|eclipse|下降,衰退：lower state,使声望下降,使黯然失色：diminish importance,(在数量、品质上)超越：be greater
743|ecstasy|无法自控的情绪：beyond self-control,狂喜：intense joy
744|ecumenical|全球基督教会的：whole churches,世界范围的,普遍性的：worldwide
745|edible|可食用的：eaten
746|edifice|大厦,大建筑物：massive structure,基础,基本结构：basic form
747|efface|擦掉,抹去,使不明显：make indistinct
748|effervesce|冒泡：bubble,兴奋,热情洋溢：high spirits
749|effete|衰弱的,衰落的：depleted,缺乏信念的,懦弱的：lacking strength of will
750|effluvium|难闻的气味：offensive smell,没有的副产品,废品：by-product waste
751|effrontery|厚颜无耻,放肆大胆：disregard, courtesy
752|effulgent|光辉灿烂的：resplendent
753|effusive|感情泛滥的／溢于言表的,感情表达不节制的／过度的,过分多情的：unrestrained in emotional expression 
754|egalitarian|平等主义的：promoting equal rights
755|egoistic|利己的,以自我为中心的：centered in oneself
756|elaborate|详细的,复杂的：complexity,详细阐述：in detail
757|elastic|有弹性的：resuming shape,能(迅速从伤痛中)恢复的：recovering from depression
758|elate|使开心,使自豪：fill with joy
760|elegy|哀歌(诗),挽歌(诗)：expressing sorrow
761|elephantine|巨大的：enormous size,笨拙的：clumsy
762|elevate|(在道德、智力、文化水平上)提升：improve,使兴奋：raise spirits
763|elicit|激起,唤起：bring out
764|elliptical|含糊不清的：obscurity,椭圆的：ellipse
765|elucidate|阐明：make lucid
766|emaciate|使消瘦,使衰弱：become thin,削弱：feeble
767|emancipate|解放,解除束缚：free
768|embargo|贸易禁止令：prohibition on commerce
769|embark|上船：go abroad,开始从事：start
770|embarrass|使尴尬：experience distress,阻挠,制造障碍：create difficulty
771|embed|嵌入：enclose
772|embezzle|盗用：appropriate
773|embolden|鼓励,使大胆：instill courage
774|emboss|以浮雕效果妆点,装饰：ornament with raised work
775|embrace|乐于接受：willingly, eagerly,保围：surround
776|embroider|(时常伴有夸张和想象内容地)详细说明：give elaborate account
777|emigrate|移民,移居海外：leave 
778|eminent|杰出：above others
779|emollient|起缓和作用的：less intense
780|emulate|效仿并努力超越：excel through imitation
781|enact|制定或颁布(法律)：establish
782|enamel|涂亮漆,使具有光滑或亮泽的表面：give a glossy surface,用亮丽的表面装饰：adorn
783|encomium|赞颂之词：praise
784|encompass|组成,包含：include,包围：envelop
785|encumber|阻碍,妨碍：impede,给…增添负担：place burden
786|endemic|地方性的：to a particular region
787|endorse|公开支持,推崇：express approval
788|enervate|使衰弱：weaken,使麻木：deprive of emotional vitality
789|enfranchise|给予…权力(例如选举权)：endow rights,解放：set free
790|engender|引起,使发展：cause,产生,出现：come into existence
791|engross|使全神贯注：occupy exclusively
792|enigma|难以理解或解释的事物,谜：hard to understand
793|enlighten|使知道,启发：inform, instruct,(在道德或精神上)进行教育：provide moral understanding
794|enmity|敌意：mutual hatred
795|ennoble|使尊贵：noble
796|ennui|倦怠,缺乏兴趣：listlessness, lack of interest
797|ensemble|合唱,合奏曲：two or move vocalists
798|ensconce|安置：settle securely,隐藏：hiding
799|ensue|紧随其后：afterward
800|entangle|使卷入,使纠缠：twist confused mass,使变复杂或困难：complex or difficult
801|enthusiasm|热情,兴趣：desire or interest
802|entice|诱使：tempt, lure
803|entrance|进入权,进入许可：means of entering or participation,使入迷：wonder, enchantment
804|entrap|诱骗：lure
805|entreat|恳求：plead persuade, ask urgently
806|enunciate|清晰地说：articulate,公开宣布,宣称：openly or publicity
807|ephemeral|短暂的：very short time
808|epic|宏大的,超凡脱俗的：surpassing the usual
809|epicure|美食家：discriminating tastes
810|epigram|机智的短诗,警句：short witty
811|epilogue|文学作品的结局：concluding section literary,戏剧的收场白：final scene of a paly
812|epithet|外号,绰号：descriptive name
813|epitomize|摘要,概括：short statement, main points,代表,体现,是…的典型范例：represent a typical example of
814|equable|(脾气、性情)温和的：serene
815|equity|不偏不倚,公平：lack of favoritism
816|equivalent|等价的,相等的：equal
817|equivocate|(带有欺骗目的地)模棱两可地说,说谎话：equivocal
818|erode|侵蚀,慢慢减少：consume gradually
819|errant|居无定所的：from place to place,误入歧途的,犯错误的：straying proper course or standards
820|erratic|善变的：not constant,异常的,不同寻常的：different from the ordinary
821|erudite|博学的：learned
822|escalate|(使)(战争等)升级,扩大：increase
823|eschew|刻意避开,戒绝：avoid
824|esoteric|深奥难懂的：difficult to understand,少数人知道的：not known by the general
825|espouse|支持,拥护：support,与…结婚：marriage, marry
826|esteem|尊重：respect, prize
827|estimable|值得尊敬的：admirable
828|estrange|使疏远,离间,使感情失和：enmity, indifference, friendliness
829|etch|蚀刻,留下深刻印象,铭记：produce a vivid impression
830|eternal|永恒的：infinite duration, everlasting, perpetual
831|ethereal|轻巧精致的：lightness, highly refined, delicate,天国的：heaven,非物质的,精神(上)的：spiritual, not composed of matter
832|ethics|道德规范：governing conduct
833|eulogize|称赞,颂扬：speak in high praise of
834|euphemism|婉言,委婉的说法：inoffensive expression
835|euphonious|悦耳的：pleasing
836|euphoria|感觉极其愉快：overwhelming usually pleasurable
837|evacuate|撤空：empty or remove,撤退：remove
838|evanescent|逐渐消失的,短暂的：vanish
839|evasive|难以发现,捕捉,分离的,含糊其辞的：equivocal
840|everlasting|永恒的,持久的：forever
841|evict|赶出,逐出：expel
842|evince|表明：make known
843|evoke|唤起,引发：call up
844|exacerbate|使加剧,使恶化：severe
845|exacting|严格的,苛求的：rigorous,费时间心思的：requiring time, effort, attention
846|exalt|提升,提拔：raise,赞扬：praise
847|exasperate|激怒：excite
848|excavate|挖掘,挖空：dig out
849|exceptional|例外的,特别的,非凡的：uncommon, extraordinary
850|excoriate|严厉批评：criticize harshly publicly
851|excrete|排泄：discharge
852|excruciate|折磨,使痛苦：pain
853|exculpate|声明无罪,开脱,使无罪：clear fault guilt
854|excursive|离题的,散漫的：passing
855|execrate|谴责：morally wrong or evil,痛恨：dislike strongly
856|exemplary|榜样的,值得效仿的：being a pattern, imitated,作为警告的：warning
857|exempt|使免除：release liability
858|exhaust|耗尽：consume entirely, complete use of,筋疲力尽：wear out
859|exhilarate|使高兴,使兴奋：cheerful, excited
860|exhort|敦促,力劝：urge strong
861|exigent|紧急的：immediate
862|exodus|大批离去：departure
863|exonerate|免除责备：free from blame
864|exorbitant|过度的：exceeding the customary or appropriate limits
865|exotic|外来的,不同寻常的：unusual
866|expansive|广阔的：great expanse,健谈的,外向的：open, talkative, effusive
867|expedite|加快进程：speed up the progress
868|expedition|动作迅速：speed
869|expiate|赎罪,纠正：extinguish the guilt
870|expire|断气,死亡：die,到期：come to an end
871|explicit|表达清晰的：fully revealed or expressed,成熟的,完全形成的：fully developed
872|exploit|英雄行为：notable act,最大程度地利用：employ
873|exponent|倡导者,支持者：advocates,实践者,典型代表：full realization
874|expurgate|净化(书等),删去(不当处)：remove
875|exquisite|成都强烈的：extreme,精致精巧的：refined taste
876|extant|现存的：not destroyed, extinct
877|extemporize|即兴表现：without prior preparation
878|extenuate|减轻罪过：lessen the seriousness
879|extinct|灭绝的：no longer existing
880|extinguish|熄灭：put out,终止：bring to a complete end
881|extol|赞美,吹捧：praise
882|extort|勒索：force, intimidation
883|extract|用力拔出：take out
884|extraction|血统：origin, ancestry
885|extraneous|无关的：no relevance,非主要因素的：not essential
886|extravagant|挥霍的：spending money freely,过度的,不必要的：beyond normal acceptable limit
887|extricate|使解脱,救出：free entanglement
888|exuberant|非常高兴的,热情洋溢的：joyously, unrestrained,大量的,充分的：abundance
889|exude|分泌,流出：flow forth
890|exult|感到欢喜：rejoice
891|fable|寓言故事：story teach a basic truth,神话,传说：story of supernatural happenings,谎言,虚构：statement in order to deceive
892|fabricate|捏造：make up,搭建,组建,打造：bring into being by combining
893|facetious|喜欢开玩笑的,轻浮的：joking
894|facile|表面的,浅尝辄止的：lack of depth,容易的,唾手可得的：easily accomplished
895|facilitate|使变容易,促进：make easy
896|faction|派系：a party that is often contentious
897|fallacious|谬误的,不合逻辑的：containing fallacy,欺骗性的：tending to deceive
898|fallow|休耕的：untilled,闲置的：not being in a state of use
899|fail-safe|保险措施：to preclude loss or injury,万无一失的：no chance of failure
900|falsehood|谎言：untrue, made in order to deceive
901|falter|蹒跚：walk unsteadily,犹豫踌躇：unsteady in purpose or action
902|fanatic|狂热者：unreasoning enthusiasm,狂热的,盲信的：intense uncritical devotion
903|fantasy|幻想：imaginative fiction,产生幻想：form a mental picture
904|farce|(带有嘲讽元素的)滑稽戏：broadly satirical comedy,闹剧：ridiculous
905|fascinate|强烈吸引,使入迷：hold an intense interest
906|fast|绝食,斋戒：abstaining from food,快速的：quick,忠诚的：firm in one’s allegiance,稳固的,难以拆卸的：firmly positioned
907|fastidious|挑剔的,极仔细的,追求完美的：meticulous attention to detail
908|fateful|意义重大的：momentous,带来灾难的,毁灭性的：bringing death
909|fathom|测量(深度)：measure the depth,彻底理解,弄懂：come to understand
910|fatigue|疲惫：weariness or exhaustion,(让人厌倦的)苦差事：causes weariness
911|fatuous|愚笨的,昏庸的：foolish
912|faultfinder|吹毛求疵的人：petty criticism
913|favorable|赞许的：expressing approval,有利的：promote
914|fawn|阿谀奉承：seek favor by flattery
915|faze|打扰,使尴尬：disturb the composure
916|feckless|无成果的,没有价值的：having no worth,粗心不负责任的：careless
917|fecund|多产,肥沃的：fruitful
918|feeble|衰弱的：lacking in strength
919|feign|制造假象,装出…的样子：give a false appearance
920|fender|缓存装置：cushioning device
921|feral|野生的：not domesticated,动物性的：nature of a lower animal
922|fertilize|使肥沃,使多产：make fertile
923|fervid|酷热的：high temperature,热情的：great passion
924|fervor|热情,狂热：great warmth
925|fester|感染,溃烂,腐烂：corrupt
926|fetid|恶臭的：offensive smell
927|fetter|枷锁,限制：limits one’s freedom,束缚：restrain from motion
928|fiasco|大失败：complete failure
929|fickle|易变的：likely to change,不忠诚的：not true in one’s allegiance
930|fictitious|虚构的：not real
931|fidelity|忠诚：being faithful
932|figurative|比喻的：denoting another
933|figurine|小雕塑：small statue
934|filibuster|拖延议事：for the purpose of delaying legislative action
935|filter|过滤：pass through a filter,去除杂质：remove impurities
936|finale|终场,结局：closing part
937|finesse|娴熟技巧：skill,精心策划：plan out with subtle skill,(巧妙地)躲避：keep away from
938|finicky|过分讲究的,挑剔的：extremely meticulous
939|flaccid|不结实的,松弛的：lacking firmness
940|flag|旗帜,象征：symbol,变得衰弱：become feeble
941|flamboyant|艳丽夺目的,炫耀的,充满装饰的：strikingly elaborate
942|flatter|拍马屁,奉承,讨好：praise excessively,自我感觉良好：think highly of,使显得更漂亮：show advantageously
943|flaw|瑕疵,缺点：imperfection,降低,破坏,使不完美：reduce perfection
944|fledgling|新生：starting out in a field
945|fleet|舰队,车队：group of a vehicles,迅速的：with great speed,快速涌过：pass swiftly
946|flexible|灵活的,可变的：readily changed,易受影响的：susceptible to influence
947|flinch|畏缩,退缩：draw back
948|flippancy|轻率,无礼：unbecoming levity
949|flirt|调情：behave amorously,无规则地快速运动：make irregular movements
950|flit|快速或突然地经过：pass quickly
951|flock|人群,兽群：creatures massed together,聚集,集体行动：travel in a flock
952|florid|辞藻华丽的,花哨的：fancy expressions,装饰华丽的：elaborately decorated
953|flounder|笨拙地行动,挣扎：act clumsily
954|flourish|茂盛,繁荣：achieve success,装饰：ornamentation
955|flout|嘲弄性不理会,蔑视：treat with disregard
956|fluctuate|波动,无规则地变动：shift back and forth
957|fluent|表达流利的：able to express well,不费力的：minimal difficulty
958|fluky|侥幸的：happening by good luck,偶然的：by chance
959|flush|(肤色)健康红润的：healthy reddish,富有的：money in abundance,大量的：abundance,冲洗：pour liquid
960|fluster|使慌乱：put into agitated confusion
961|foible|小缺点：minor flaw
962|foil|挫败：prevent from being successful
963|foment|助长,煽动：promote the growth
964|foolproof|十分简单以至于不会失败的：leave no opportunity for error, misuse or failure
965|footloose|无拘无束的,自由的：having no attachments
966|forbearance|克制,忍耐：tolerance and restraint,友好仁慈的态度：kind, gentle or compassionate treatment
967|forebear|祖先：an ancestor
968|forestall|预先阻止：prevent beforehand
969|foreword|前言：preface
971|formidable|令人害怕的：causing fear,艰难的：requiring effort
972|forthright|直率的,说话率真的：free in expressing opinions,直接的,不绕弯子的：free from ambiguity or evasiveness：going straight to the point
973|fortify|加固,鼓励：give physical strength,做好心理准备：prepare mentally
974|foster|促进,鼓励,培养：help the growth,养育：bring to maturity
975|founder|建立者：one establishes,完败：fail utterly,沉没：become submerged
976|fracas|争吵,吵闹：physical dispute, noisy fight
977|fracture|破裂：breaking,打碎,破坏：separate into pieces
978|fragile|易碎的：broken,易受伤的,脆弱的：easily injured
979|frail|虚弱的：weak,(意志)薄弱的：weak,(希望)渺茫的：slight
980|fraudulent|欺诈的：fraud
981|fraught|充满的：full,令人忧虑的：emotional distress
982|frenzy|疯狂,狂怒：mental agitation
983|frequent|时常拜访：often,时常发生的,重复再现的：short intervals
984|fretful|易怒的,烦躁的：vexed
985|friable|易碎的：easily crumbled
986|friction|摩擦：rubbing,冲突,不和：clashing,
987|frigid|严寒的：cold,冷漠的：lacking warmth
988|fringe|边缘：border,与…接壤,位于…的边缘：be adjacent
989|frivolous|轻浮的：unbecoming levity,不重要的：little importance
990|frothy|用轻薄材料制作的：light,(内容等)快乐轻佻、不严肃的：gaily frivolous
991|frowsy|邋遢的：slovenly,味道难闻的：unpleasant smell
992|frugal|节约的：economy
993|frustrate|挫败,阻挠：prevent,使沮丧：lessen the courage
994|full-bodied|重要的：importance,味道浓烈的：richness flavor
995|fulminate|大声斥责：thunderous denunciation
996|fumble|笨拙地做：awkward attempts,(无意识的)失误：departure from truth
997|furor|喧闹,狂怒,激动,狂热：intense excitement
998|furtive|鬼鬼祟祟的,秘密的：stealth
999|fury|暴怒：rage
1000|fussy|谨慎的：involving great care,过分雕琢的：excessively decorated,挑剔的：hard to please
1001|fusty|过时的：old-fashioned,腐臭的：stale odors
1002|futile|无效的,无用的：ineffective,不严肃的：lacking in seriousness
1003|gadfly|刺激物：provocative stimulus,令人反感的人：annoys
1004|gaffe|(社交上)失礼,失态：social blunder,明显的错误,错误判断：blatant mistake
1005|gainsay|否认：declare false,反对：oppose
1006|gall|(使)焦躁,激怒：irritate,深深的敌意：ill will,大胆,无耻：boldness
1007|gallant|英勇的：brave, chivalrous,高贵的,慷慨的：dignified and generous
1008|galvanize|(好似用电击)刺激：stimulate excite
1009|gamble|赌博,孤注一掷：bet,(使)受到威胁,冒险：in danger
1010|gambol|欢跳,雀跃：playfully
1011|gangly|身材瘦长的：tall
1012|garble|曲解,篡改,混淆(以至使无法理解)：distort misleading,筛选,除杂：remove
1013|gargantuan|巨大的：tremendous,
1014|garish|过于鲜艳的,过于张扬的：strident color
1015|garment|衣服：clothing
1016|garrulous|啰嗦的,话多得令人厌烦的：tiresomely, talkative
1017|gash|深长的伤口或切口：deep cut,砍伤,切开：make gash
1018|gasification|气化：gas,
1019|gauche|笨拙的,缺乏社交经验的：lacking grace
1020|gaudy|俗丽的：excessively showy
1021|gauge|测量标准：measurement standard,判定：determine
1022|gear|调整(以配合)：adjust
1023|genial|和蔼亲切的：easygoing,友好的,热心的：kindly feeling,温暖的：neither too high nor too low
1024|genteel|有教养的,不粗俗的：free from vulgarity
1025|germane|有关的,适当的：relevant
1026|gibe|嘲弄：taunting words
1027|giddy|轻率不严肃的：lacking in seriousness,喜悦的：elated
1028|gild|(带欺骗性地)修改,润色：deceptively attractive
1029|gist|要点：main point
1030|gladiator|角斗士：engaged fight death,参与打斗或辩论的人：engaging in controversy
1031|glaze|给…上釉,妆点：coat glaze,使平滑：glossy surface
1032|glib|流利圆滑的(常含有不真诚或欺诈的成分),油腔滑调的：fluency insincere deceitful,缺乏深度的,肤浅的：lacking depth
1033|glisten|闪光：shine sparkling
1034|glitch|小故障：minor malfunction
1035|gloat|幸灾乐祸,自鸣得意：self-satisfaction
1036|gloomy|黯淡无光的：without light,忧郁的：low spirits
1037|gloss|简短解释：brief explanation, obscure,(欺骗性的)光鲜外表：attractive appearance,敷衍潦草做事(甚至忽略)：too lightly,开脱(罪名)：less bad
1038|glossy|平滑的,有光泽的：smooth surface
1039|glut|使过量,使充满：beyond capacity
1040|glutinous|胶状的粘的：glue
1041|glutton|贪吃者：immoderate food
1042|goad|刺激,驱使,激发：incite rouse
1043|gobble|狼吞虎咽：eat greedily
1044|goggle|凝视：look
1045|goldbrick|逃避工作和责任：shirk responsibilities
1046|gorge|峡谷：canyon,狼吞虎咽：eat greedily
1047|gossamer|虚无缥缈的东西：insubstantial,轻薄的,薄弱的：light
1048|gourmand|嗜食者,大胃王：excessively fond of eating
1049|gourmet|美食家：connoisseur food
1050|grandeur|宏伟,壮丽：grand
1051|grandiloquent|(语言等)浮夸的：extravagantly, bombastic
1052|grandiose|自命不凡的,浮夸的：grandeur,宏大的：greatness
1053|grandstand|为了给人留下印象而表演,哗众取宠：impress
1054|grate|刮擦(以发出刺耳的声音)：rasping,骚扰,惹恼：irritate
1055|gratify|使满足：desired please
1056|gratuitous|无根据的,无理由的：unwarranted,无报酬的,免费的：without return,多余的：not needed
1057|green|无经验的：deficient experience
1058|gregarious|爱社交的：enjoy the company,群居的：group with others
1059|grieve|(使)感到悲伤：deep sadness
1060|grimace|因痛苦而面部扭曲,(作)怪相,(作)鬼脸：contortion pain, disgust or disapproval
1061|grin|咧嘴笑,咧嘴笑着表示：express an emotion
1062|gripe|抱怨：dissatisfaction,(通过连续让人讨厌的举动)激怒,惹怒：disturb
1063|grisly|令人反感的,令人恐惧的：repugnance
1064|groove|享受,极其满意,过得快活：take pleasure in
1065|grotesque|难看的：unpleasant
1066|grovel|卑躬屈膝：draw back, fearful submission
1067|grueling|费时间花心思的：requiring 
1068|guile|狡猾,狡诈：misleading
1069|guilt|自责,悔恨：wrongdoing
1071|gullible|易受骗的,易被利用的：cheated
1072|gush|(使)大量涌出：great volume,(使)情感强烈外溢：exaggerated display
1073|gust|情感爆发：sudden intense expression
1074|guzzle|狂饮：drink greedily
1075|hack|雇佣文人：writer commercial,乱砍,开辟：irregular blows,成功完成：skillfully or efficiently,忍受：put up with
1076|hackneyed|陈腐的,缺乏创新的：lacking freshness originality
1077|halcyon|宁静的,平静的：free from,繁荣的,丰富的：affluent
1078|hale|强壮的,健壮的：free from infirmity or illness,拖,拉：cause to follow
1079|half-baked|不明智的：lack of good sense or judgment
1080|hallmark|典型的特征：conspicuous feature
1081|hallow|尊敬,把…视为神圣：respect
1082|hallucination|错觉：false idea
1083|ham-handed|笨手笨脚的：lacking dexterity
1084|hammer|屡次重申：repeated
1085|hamper|阻碍：restrict the movement, impede
1086|hamstring|使无效,使无力：ineffective
1087|hangdog|伤心的,沮丧的：sad, dejected
1088|hanker|向往,渴望：desire, yearn
1089|haphazard|无秩序的,无目标的：lack of plan, order or direction
1090|harangue|(发表)长篇大论：long pompous
1091|harass|烦扰：irritate persistently,耗尽…的体力：use up
1092|harbinger|预言者：presages
1093|harbor|提供住处,隐匿：provide habitat,心怀,牢记：keep in one’s mind
1094|hard-bitten|顽强的,经受得住困境、压力的：able to withstand
1095|hardy|顽强的：able to withstand,愿意冒风险的：willing to take risks
1096|harmonious|和谐一致的：agreeably related
1097|harness|利用：utilize
1098|harrow|折磨,使苦恼：distress torment
1099|harry|不断烦扰,骚扰：distress, harass
1100|harsh|粗糙的,不具有美感的：coarse rough disagreeable sense,严厉的：exacting
1101|hasten|促进：speed-up, accelerate
1102|hasty|轻率的：superficial excessive or careless speed
1103|haunt|常去拜访：frequent,不断地想起,萦绕心头：obsess
1104|hauteur|傲慢,自大：arrogance
1105|haven|安全的地方：place of safety
1106|havoc|大混乱：out of order,大范围破坏：nonexistent unsound or useless
1107|headlong|鲁莽的：without deliberation
1108|hearken|倾听,关注：attention
1109|hearten|给予鼓励,鼓舞：give strength courage, encourage
1110|heartrending|令人心碎的：sorrow distress
1111|hedonism|享乐主义：doctrine pleasure
1112|hegemony|霸权,统治权：preponderant authority
1113|heinous|可憎的,十恶不赦的：hatefully
1114|hew|遵守：confirm, hold to something firmly,支持：steadfast support
1115|herald|告知,宣布：make known,预示,预兆：indication of beforehand
1116|heresy|异教,和普遍观点相悖的说话：controversial or unorthodox opinion
1117|heretical|异教的,异端邪说的：departure standards
1118|hermetic|深奥的：abstruseness
1119|hesitance|犹豫,不情愿：hesitant, reluctant
1120|heterodox|非正统的,异端的：unorthodox opinions
1121|hidebound|死板的,极度保守的：tending to favor
1122|hideous|非常丑陋的：ugly
1123|hie|匆匆忙忙：hasten
1124|hike|(使)上涨：rise up to a higher place or position
1125|hilarious|非常好笑的：extremely funny
1126|histrionic|戏剧的,演员的：relating to actors
1127|hive|忙碌之地：activity,储备,积累：store up
1128|hoard|贮藏,秘藏：keep hidden
1129|hoary|极老的：extremely old
1130|hoax|欺骗：cause to believe untrue
1131|hodgepodge|大杂烩：mixture dissimilar
1132|homage|尊敬,敬意：respect
1133|homely|其貌不扬的,朴素简单的：not attractive
1134|homily|冗长乏味的道德演讲或训诫：admonition
1135|homogenize|使统一化：make agree single established standard
1136|hone|磨快：sharpen
1137|hoodwink|欺骗：deceptive
1138|hortative|鼓励的：exhortation
1139|hovel|茅屋：small wretched dirty
1140|hubris|狂妄自大：exaggerated pride, self-confidence
1141|humble|谦逊的：meekness, modesty,顺从的,谦卑的：humility or unseemly submissiveness
1142|humility|谦卑,谦逊：absence of any feeling s better
1143|humor|幽默,令人发笑的事物：comical or amusing,迎合,迁就：comply with
1144|hurricane|飓风：a violent rotating storm,飓风般的事物,引起动荡的事物：resembling a hurricane
1145|husband|节俭,勤俭持家：use economically
1146|husk|(果类或谷物的)外壳：outer covering,剥去：remove
1147|husky|(尤指声音)沙哑的,粗糙的：rough,高大威猛的：muscular
1148|hybrid|杂交品种,混合品种：mixed origin,杂交的：parents of different races
1149|hymn|赞歌,赞美诗：song of praise,赞美：proclaim the glory
1150|hyperbole|夸张：exaggeration used for emphasis
1151|hypnotic|催眠的：cause sleep
1152|hypocritical|虚伪的：not being what one appears to be
1153|iconoclast|特立独行的人：not conform accepted standards
1154|idolatrize|(通常盲目)崇拜：admires intensely
1155|idyll|无忧无虑的生活：carefree episode
1156|ignite|点燃：set fire to,激起,唤起(感情)：arouse the passions
1157|ignominy|耻辱：lost the esteem
1158|illiteracy|文盲：unable to read and write
1159|illuminati|智者：enlightened,精英：best of a class
1160|illuminate|照明：make shining,阐明：make plain,启迪,启发：spiritual understanding
1161|illusory|幻觉的,虚幻的：illusion
1162|imbibe|喝水,摄取水分：take in liquid
1163|imbroglio|困境,复杂的局面：complicated situation,纷争：angry expression of differing opinions
1164|imitation|仿制品：like something else
1165|immaculate|干净的,纯净的：free from dirt,完美的,没有任何错误的：without fault
1166|immanent|内在的：innermost
1167|immaterial|非实体的：not composed of matter,无关的,不重要的：no relevance
1168|immature|未完全发展的,未发育成熟的：lacking complete growth,(思维、举止)不够成熟的：lacking maturity
1169|immemorial|古老的：from the distant past
1170|immune|不易被感染的,有免疫力的：having resistance to infection,不受影响的：not affected by influence,不受约束的,免除的：not subject to an obligation
1171|immure|监禁,禁闭,使闭门不出：confine
1172|immutable|不可变的：not capable of changing
1173|impassive|冷漠的,无感情的：no sign of feeling
1174|impeccable|无罪的：free from sin,无暇的,无可挑剔的：free from fault
1175|impecunious|贫穷的：no money
1176|impede|妨碍,阻碍：slow the progress of 
1177|impending|即将发生的：soon to take place
1178|impenetrable|不可渗透的,不可穿透的：impossible to get through,难以理解的：incapable of being comprehended
1179|impenitent|不悔悟的：not regretful
1180|imperative|命令：must be obeyed,命令的,强制性的：forcing one’s compliance,迫切的：needing immediate attention,必要的：impossible to do without
1181|imperial|帝国的,帝王的：empire,巨大的,令人惊叹的：impressive in size
1182|imperious|爱发号施令的：ordering people,傲慢的,专横呃：arrogantly domineering,迫切的：compelling
1183|impertinent|无关紧要的：not having relevance,粗鲁无礼的,大胆的：insolent rudeness,不守礼节的,不为他人着想的：lack of manners
1184|imperturbable|沉着冷静的,淡定的：extreme calm
1185|impervious|不可渗透的,不可穿透的：not allowing entrance,不能被破坏的：not capable of being damaged,不为所动的：not capable of being affected
1186|impetuous|冲动的,性急的,轻率的：impulsive vehemence,剧烈的,猛烈的：violence of movement
1187|impious|不敬神的：lacking reverence
1188|implacable|固执的：sticking to an opinion,无法平息的：not capable of being appeased
1189|implement|工具：device,执行,实施：carry out
1190|implode|(使)剧烈收缩,(使)坍塌,(使)内爆：collapse inward
