ID|word|meaning
1634|digress|v.离题
1635|diverse|adj.不同的,多样的
1636|solace|n.安慰,慰藉
1637|acquisitive|adj.渴望得到的,贪婪的
1638|trumpet|v.大力鼓吹,积极宣扬,(象)吼叫
1639|loiter|v.游荡,徘徊
1640|hortative|adj.激励的
1641|antibiotic|n.抗生素
1642|husk|n.外壳,皮,荚
1643|individual|n.个人,个体
1644|formality|n.遵循的规范,形式,程序
1645|debacle|n.解冻,惨败
1646|plankton|n.浮游生物
1647|aurora|n.极光(南北极夜晚所放彩光)
1648|outlandish|adj.古怪的
1649|malign|adj.邪恶的
1650|subsidiary|adj.辅助的,次要的
1651|celerity|n.快速,迅速
1652|purvey|v.提供,供应
1653|intricate|adj.复杂难懂的
1654|intuition|n.直觉,直觉的知识
1655|gossamer|adj.蛛丝般的,轻薄的
1656|execrate|v.憎恶,咒骂
1657|lathe|n.车床
1658|repent|v.懊悔,后悔
1659|remunerate|v.报酬,补偿
1660|fulcrum|n.支点,支柱
1661|boring|adj.无趣的,乏味的
1662|recruit|v.招收,招募
1663|locomotive|n.机车,火车头
1664|wizened|adj.干皱的,干巴巴的
1665|peregrination|n.游历(尤指在国外)
1666|tenable|adj.站得住脚的,无懈可击的
1667|gorge|n.峡谷
1668|chaos|n.混乱
1669|recline|v.斜倚,躺卧(toliedown)
1670|slew|n.大量
1671|cringe|v.畏缩,谄媚
1672|mansion|n.宅邸,大厦,(常用于公寓楼的专有名...
1673|inspiration|n.启示,灵感
1674|abominate|v.痛恨,憎恶
1675|ingest|v.咽下,吞下,吸收
1676|temporize|v.拖延,见风使舵
1677|indite|v.写,赋(诗文)
1678|ductile|adj.易延展的,柔软的
1679|petulance|n.发脾气,性急,暴躁,任性
1680|char|v.烧焦,(把…)烤煳
1681|revise|n.&v.改变,修正
1682|poseur|n.装模作样的人
1683|remains|n.残余,遗骸
1684|dissolve|v.使固体溶解
1685|libel|v.对…进行诽谤,中伤
1686|preliminary|adj.预备的,初步的,开始的
1687|propagation|n.繁殖,增殖,传播
1688|harp|v.弹竖琴,唠叨,喋喋不休地说
1689|bibulous|adj.高度吸收的,嗜酒的
1690|histrionic|adj.戏剧化的,做作的,夸张的
1691|turpitude|n.邪恶,卑鄙(行为)
1692|rampart|n.壁垒,城墙
1693|loophole|n.(法律上的)漏洞,空子,枪眼
1694|proverbially|adv.人尽皆知地
1695|husky|adj.声音沙哑的
1696|stultify|v.使厌烦,使无用
1697|inadvertence|n.漫不经心
1698|indigence|n.贫穷
1699|epidermis|n.表皮,外皮
1700|budget|n.预算
1701|spin|n.旋转
1702|terminology|n.术语,术语学
1703|variegation|n.杂色,班驳
1704|transient|adj.短暂的,转瞬即逝的
1705|enliven|v.使有趣,使生动
1706|bibliography|n.文献学,参考书目
1707|gasification|n.气化
1708|concatenate|v.连结,连锁
1709|uphold|v.拥护,支持,坚持(原判)
1710|emergency|n.紧急事件
1711|omit|v.省略,遗漏,删节
1712|rational|adj.理性的,合理的
1713|patent|n.专利权
1714|falcon|n.猎鹰,隼
1715|immaculate|adj.洁净的,无瑕疵的
1716|ruck|n.皱褶,普通群众
1717|assure|v.向某人保证,确信
1718|sentry|n.哨兵,步哨
1719|lopsided|adj.倾向一方的,严重不平衡的
1720|seam|n.缝,接缝
1721|purport|n.意义,涵义
1722|maculate|v.弄脏
1723|subsidy|n.补助金
1724|cranky|adj.怪癖的,不稳的
1725|adverse|adj.不利的,相反的,敌对
1726|carnivorous|adj.肉食动物的
1727|irreconcilable|adj.不能协调的,矛盾的
1728|natation|n.游泳,游泳术
1729|incorporate|v.合并,并入,包含
1730|brazen|adj.厚脸皮的
1731|maintenance|n.维持,维护,赡养费,定期维修
1732|touching|adj.引起同情的
1733|discord|n.不和,纷争
1734|musket|n.滑膛枪,火枪
1735|hoodwink|v.蒙混,欺骗
1736|fitful|adj.一阵阵的,断断续续的
1737|indurate|v.使坚硬,使习惯于
1738|unproductive|adj.徒然的,没有好结果的
1739|muscle|n.肌肉,力量
1740|sloth|n.懒惰,树獭(一种动物)
1741|gleam|v.闪光,闪烁
1742|ruminate|v.(动物)反刍,深思,认真考虑
1743|cold|adj.[生]冷血的,残酷的
1744|hypocrite|n.伪善者,伪君子
1745|marine|adj.海的,海中的
1746|idolater|n.偶像崇拜者
1747|racketeer|n.敲诈者,获取不正当钱财的人
1748|vault|n.拱顶,地窖
1749|huddle|n.拥挤的一群,杂乱的一堆
1750|cyclical|adj.循环的,周期的
1751|cult|n.宗派,崇拜者
1752|mercantile|adj.贸易的,商业的
1753|script|n.剧本,脚本
1754|dapper|adj.衣冠楚楚的,短小精悍的
1755|asphyxia|n.窒息
1756|bench|n.法官席,长凳
1757|thicket|n.树丛,灌木丛
1758|humidity|n.湿度,潮湿
1759|stealth|n.暗中行动
1760|cobbler|n.补鞋匠
1761|signify|v.表示,有重要性
1762|giggle|v.咯咯笑
1763|limousine|n.大型轿车,豪华轿车
1764|utensil|n.工具,(厨房)用具
1765|corroborate|v.证实,确证
1766|sovereign|n.最高统治者,元首
1767|aberrant|adj.越轨的,异常的
1768|delirium|n.神志不清,说胡话
1769|stubborn|adj.固执的,难以改变的
1770|forbidding|adj.(表情)冷峻的,形势险恶的
1771|pincers|n.钳子,(虾、蟹等的)螯
1772|rip|v.撕裂,撕破
1773|maestro|n.音乐大师,指挥名家
1774|renunciate|v.放弃
1775|engrave|v.在(硬物)上雕刻
1776|fallacious|adj.谬误的,错误的
1777|redundancy|n.过剩,备份,似乎多余其实重要的后备...
1778|geyser|n.间歇泉,热水器
1779|discomfited|adj.困惑的,尴尬的
1780|windbag|n.好发空议论者,夸夸其谈的人
1781|sedentary|adj.久坐的
1782|burlesque|n.讽刺或滑稽的戏剧
1783|forum|n.论坛,讨论会
1784|plentitude|n.充分,丰富
1785|hilarious|adj.引人捧腹大笑的,滑稽的,极有趣...
1786|denizen|n.居住者,外籍居民
1787|pulsation|n.脉动,脉搏,悸动
1788|restore|v.使回复,恢复,修复,修补
1789|feckless|adj.无能的,软弱的,不中用的
1790|dingy|adj.肮脏的,褪色的
1791|horology|n.钟表制造术
1792|alibi|n.某人当时不在犯罪现场的申辩或证明
1793|telling|adj.有效的,显著的
1794|ulcer|n.溃疡,腐烂物
1795|antagonize|v.使对抗,与…对抗
1796|undisputable|adj.无可争辩的,毫无疑问的
1797|offset|v.补偿,抵消
1798|cantata|n.清唱剧,大合唱
1799|approbation|n.称赞,认可
1800|injunction|n.命令,强制令
1801|achromatic|adj.消色差的,非彩色的,[生]非染...
1802|compelling|adj.引起兴趣的
1803|germinate|v.发芽,(想法、计划或感觉)形成,产...
1804|endue|v.赋予(才能)
1805|interlock|v.使连锁,使相互扣住,使密切联系
1806|exposure|n.暴露,接触,曝光
1807|saturate|v.浸透,使充满
1808|suspend|v.暂缓,中止,吊,悬
1809|eminence|n.显赫,卓越
1810|immune|adj.免疫的,有免疫力的,不受影响的...
1811|buxom|adj.体态丰满的
1812|anodyne|n.止痛药
1813|revulsion|n.厌恶,憎恶,剧烈反应
1814|jeopardize|v.危及,危害
1815|gush|v.涌出,滔滔不绝地说
1816|lava|n.熔岩
1817|expiation|n.赎罪,补偿
1818|capacious|adj.容量大的,宽敞的
1819|etymology|n.词源,词源学
1820|alms|n.施舍物,救济品
1821|lucubrate|v.深入研究,刻苦用功,专心著作
1822|bamboozle|v.欺骗,隐瞒
1823|amputate|v.截肢
1824|retention|n.保留,保持
1825|occidental|adj.西方的
1826|integral|adj.构成整体所必需的,完整的
1827|attribute|n.属性,品质trbjut...
1828|tear|v.撕裂,拉伤,撕开,扯破
1829|posit|v.假设,认为
1830|unprincipled|adj.肆无忌惮的
1831|compensate|v.补偿,赔偿
1832|nepotism|n.裙带关系
1833|generosity|n.慷慨,大方
1834|insentient|adj.无知觉的,无生命的
1835|instill|v.滴注,逐渐灌输
1836|precursor|n.先驱,前兆
1837|reinforce|v.加强,增强,增援
1838|atone|v.赎罪,补偿
1839|debouch|v.流出,进入(开阔地区)
1840|pristine|adj.太古的,纯洁的,新鲜的
1841|gaiety|n.快乐,愉快,高兴
1842|ragged|adj.破烂的,衣衫褴褛的
1843|duration|n.持续的时间
1844|unpretentious|adj.不炫耀的
1845|ranger|n.森林管理员,巡逻骑警
1846|turquoise|adj.碧绿的
1847|adamant|adj.强硬的,固执的
1848|ruthlessness|n.无情,残忍
1849|infatuation|n.迷恋,热恋,着迷
1850|architect|n.建筑师
1851|destructible|adj.可破坏的
1852|whirlpool|n.漩涡
1853|macerate|v.浸软,消瘦
1854|sluggard|n.懒鬼
1855|vomit|n.&v.呕吐,呕吐物,催吐剂
1856|demoralize|v.使士气低落
1857|deposit|v.存放,使淤积
1858|bracelet|n.手镯,臂镯
1859|elevate|v.将…举起
1860|sop|n.小恩小惠
1861|untapped|adj.未开发的,未利用的
1862|dehydrate|v.除去水分,脱水
1863|canard|n.谣言,假新闻
1864|backset|n.倒退
1865|slay|v.杀,残杀
1866|stall|v.使停止,使延迟
1867|suborn|v.贿赂,教唆
1868|recondite|adj.深奥的
1869|outshine|v.比…更优秀,比…更出色,胜过
1870|daubster|n.拙劣的画家
1871|pyre|n.火葬用的柴堆
1872|subtract|v.减去,减掉
1873|crestfallen|adj.垂头丧气的,伤心失望的
1874|contingent|adj.意外的,视情况或条件而定的
1875|pithiness|n.简洁
1876|implicate|v.使牵连其中,涉及
1877|skewer|v.用扦子串住,将…叉住
1878|inflict|v.遭受,予以(打击)
1879|disparage|v.贬抑,轻蔑
1880|veteran|adj.经验丰富的
1881|contemptuous|adj.鄙视的,表示轻蔑的
1882|exterminate|v.消灭,灭绝
1883|strangulation|n.扼杀,勒死
1884|obliterate|v.消灭,毁掉,抹除,忘却(回忆等)
1885|particular|n.事实,细节
1886|modish|adj.时髦的,时尚的
1887|miracle|n.奇迹,出人意料的事,神迹
1888|sustain|v.经受,遭受,保持
1889|scuff|v.拖着脚走
1890|shiftiness|n.奸诈
1891|prudence|n.谨慎,慎重,精明
1892|sash|n.腰带,肩带
1893|stylus|n.(唱机的)唱针,(计算机的)手写笔...
1894|hut|n.小屋,棚屋,临时营房
1895|bondage|n.奴役,束缚
1896|triumph|n.凯旋,胜利,欢欣
1897|arid|adj.干旱的,枯燥的
1898|avow|v.承认,公开宣称
1899|nomadic|adj.游牧的,流浪的
1900|pollster|n.民意测验家
1901|chic|adj.漂亮的,时髦的
1902|instrumental|adj.有帮助的,有作用的
1903|lexicographer|n.词典编纂人
1904|toxin|n.毒素
1905|libelous|adj.诽谤的
1906|depraved|adj.堕落的,腐化的
1907|visionary|n.空想家
1908|aptitude|n.适宜,才能,资质
1909|ingratiating|adj.讨人喜欢的,迎合的,奉承的
1910|eugenic|adj.优生(学)的
1911|continent|n.大陆
1912|tactic|n.(达到目的的)手段,战术
1913|dampen|v.(使)潮湿,使沮丧
1914|contort|v.(使)扭曲(deform),曲解
1915|boycott|v.抵制(贸易)
1916|choke|v.(使)窒息,阻塞
1917|untutored|adj.非科班出身的
1918|quaint|adj.离奇有趣的
1919|engaging|adj.迷人的,令人愉快的
1920|applaud|v.鼓掌表示欢迎或赞赏
1921|coalition|n.结合,联合
1922|excogitate|v.对…仔细考虑,设计出
1923|colloquium|n.学术讨论会
1924|belch|n.&v.打嗝,(火山)喷出
1925|decoy|v.诱骗
1926|disjunctive|adj.分离的,相反的
1927|literati|n.文人学士,知识界
1928|halting|adj.踌躇的,结结巴巴的,迟疑不决的
1929|chasten|v.(通过惩罚而使坏习惯等)改正,磨炼
1930|squall|n.短暂、突然且猛烈的风暴,短暂的骚动
1931|passive|adj.被动的,消极的
1932|municipality|n.自治市,市政当局
1933|recession|n.经济萧条时期,撤回,退回
1934|bandy|v.来回抛球,轻率谈论
1935|sartorial|adj.裁缝的,缝制的
1936|scintillate|v.闪烁,(谈吐)流露机智
1937|ballerina|n.芭蕾舞女演员
1938|apparatus|n.仪器,设备
1939|rafter|n.椽子
1940|venal|adj.惟利是图的,贪赃枉法的
1941|variegate|v.使…多样化,使成杂色
1942|vehicle|n.交通工具,传播媒介
1943|denomination|n.命名,(长度,币值的)单位
1944|stentorian|adj.(指声音)极响亮的
1945|placebo|n.安慰剂
1946|carrion|n.腐肉
1947|quip|n.俏皮话,妙语
1948|falsify|v.篡改,伪造
1949|jumble|n.混杂,掺杂
1950|denounce|v.指责
1951|audience|n.听众,观众,读者
1952|repellent|adj.令人厌恶的
1953|philology|n.语文学,语言学
1954|simultaneous|adj.同时发生的
1955|aloof|adj.冷淡的,疏远的
1956|deportment|n.(尤指少女的)仪态,举止
1957|acute|adj.灵敏的,[病]急性的
1958|spoor|n.(野兽的)足迹...
1959|impunity|n.不受惩罚
1960|alabaster|adj.雪白的
1961|swindle|v.诈骗
1962|expatiate|v.细说,详述
1963|negotiable|adj.可谈判的,可协商的,(票据)可...
1964|rarefaction|n.稀薄,稀疏
1965|dissertation|n.专题论文
1966|fetter|n.&v.(带)脚镣,束缚
1967|cajole|v.(以甜言蜜语)哄骗
1968|astound|v.使震惊
1969|ceremony|n.典礼,仪式
1970|loquacious|adj.多嘴的,饶舌的
1971|personification|n.典型,化身,拟人化,象征
1972|umbrage|n.不快,愤怒
1973|cloister|n.回廊
1974|aroma|n.芳香,香气
1975|pervious|adj.可渗透的,可透过的
1976|pliable|adj.易弯的,柔韧的
1977|injection|n.注射,(金钱或资源的)投入
1978|buck|n.雄鹿,雄兔
1979|severe|adj.严格的,凶猛的
1980|augury|n.预言,征兆,占卜
1981|earthshaking|adj.极其重大或重要的
1982|ferocious|adj.凶猛的,残暴的
1983|declination|n.倾斜,衰微
1984|tantrum|n.发脾气,发怒
1985|tilt|n.倾斜,斜坡
1986|pinch|n.一撮,一点,少量
1987|showy|adj.鲜艳的,炫耀的
1988|civilian|n.平民
1989|unscathed|adj.未受损伤的,未遭伤害的
1990|milestone|n.里程碑,重大事件
1991|scythe|n.大镰刀
1992|indelible|adj.擦不掉的,不可磨灭的
1993|prophecy|n.预言
1994|skunk|v.欺骗
1995|loutish|adj.粗鲁的,粗野的
1996|inter|v.埋葬
1997|addle|v.使腐坏,使昏乱
1998|apt|adj.易于…的,恰当的
1999|decry|v.谴责,贬低(价值)
2000|friable|adj.易碎的
2001|overture|n.前奏曲,序曲,主动表示,提议
2002|mete|n.边界
2003|postpone|v.使延期,推迟
2004|decorate|v.装饰
2005|thatch|n.茅草屋顶,茅草
2006|rig|v.欺骗,舞弊,伪造
2007|prop|v.架,搁,靠
2008|schematize|v.扼要表示
2009|hypertension|n.高血压
2010|diminuendo|n.(音乐、演奏)渐弱
2011|heave|v.用力举
2012|prolixity|n.罗嗦
2013|muse|v.沉思,揣测
2014|pliers|n.钳子,老虎钳
2015|understate|v.掩饰地说,轻描淡写地说
2016|membrane|n.薄膜,膈膜
2017|occupation|n.工作,职业,占领,消遣
2018|diffident|adj.缺乏自信的
2019|suspect|v.怀疑sspektadj....
2020|carp|v.吹毛求疵
2021|necessitous|adj.贫困的,贫穷的
2022|scour|v.擦洗,擦亮,四处搜索
2023|utopia|n.理想国,理想的完美境界
2024|detain|v.拘留,使延迟
2025|slab|n.厚板,厚块
2026|industrious|adj.勤劳的,勤奋的
2027|clinch|v.钉牢,彻底解决
2028|noose|n.绳套,绞刑
2029|mock|v.嘲笑,(模仿)取笑
2030|parochial|adj.教区的,地方性的,狭小的
2031|behold|v.目睹,看见
2032|reparable|adj.能补救的,可挽回的
2033|plebeian|adj.平民的,市井的,粗俗的
2034|obtuse|adj.迟钝的,愚笨的,钝角的
2035|inexpedient|adj.不适当的,不明智的
2036|soluble|adj.可溶解的,可以解决的
2037|equator|n.赤道
2038|encroach|v.侵占,蚕食
2039|luscious|adj.美味的,性感的
2040|deplete|v.倒空,耗尽
2041|ringlet|n.卷发
2042|clarity|n.清楚
2043|smuggle|v.走私,私运
2044|plume|v.整理羽毛,自豪
2045|dutiful|adj.恭敬顺从的,尽职的
2046|constellation|n.星座,星群
2047|brunt|n.主要冲击力或影响
2048|reign|n.统治时期,王朝,领域
2049|wink|n.眨眼
2050|livid|adj.暴怒的,青紫色的
2051|collude|v.串通,共谋
2052|slump|v.猛然落下,暴跌
2053|reckon|v.推断,估计,猜想,设想
2054|agile|adj.敏捷的,灵活的
2055|involuntary|adj.无意的
2056|febrile|adj.发烧的,狂热的
2057|forensic|adj.法医的,法庭的,辩论的
2058|vitalize|v.激发,给予…生命,使有活力
2059|obfuscate|v.混淆,使困惑,使迷惑
2060|legislate|v.制定法律,立法
2061|ambience|n.环境,气氛
2062|hearken|v.倾听
2063|sedition|n.煽动叛乱
2064|supreme|adj.至高的,最重要的
2065|jarring|adj.声音刺耳的
2066|confederacy|n.联盟或同盟
2067|shuttle|v.(使)频繁往来于(两地之间)
2068|endow|v.资助,捐助
2069|barter|v.易货贸易
2070|arbiter|n.权威人士,泰斗
2071|descry|v.远远看到,望见
2072|antiquity|n.古,古人,古迹
2073|palatial|adj.宫殿般的,宏伟的
2074|mare|n.母马,母驴
2075|excitability|n.易兴奋性,易激动性
2076|laminate|n.层压材料,夹层制品
2077|exposition|n.阐述,博览会
2078|moment|n.瞬间,时刻,时机
2079|incorrigibility|n.无可救药的人
2080|oscillate|v.摆动,犹豫
2081|asymmetric|adj.不对称的
2082|symposium|n.专题讨论会
2083|commence|v.开始,倡导
2084|disrepute|n.丧失名誉,落得坏名声
2085|colon|n.冒号
2086|odometer|n.(汽车)里程表
2087|vicissitude|n.变化,变迁,荣枯,盛衰
2088|pollinate|v.给…传授花粉
2089|cosset|v.宠爱,溺爱
2090|drollery|n.诙谐,滑稽的事
2091|fabric|n.纺织品,结构
2092|cuticle|n.表皮
2093|sycophant|n.马屁精,谄媚者
2094|pharmaceutical|adj.制药的,配药的
2095|seismic|adj.地震的
2096|superficial|adj.表面的,肤浅的
2097|insolvency|n.无力偿还,破产
2098|unjustly|adv.不义地,不法地,不公正地
2099|exalt|v.(高度)赞扬,提升
2100|inherit|v.继承,经遗传获得(特征、特质等)
2101|abjure|v.发誓放弃
2102|lance|n.长矛,鱼叉
2103|bromide|n.平庸的人或话
2104|stunning|adj.极富魅力的
2105|incertitude|n.疑惑,不确定
2106|antithesis|n.对立,相对
2107|pontifical|adj.教皇的,武断的
2108|transparent|adj.透明的,直率的
2109|cant|v.使倾斜
2110|sanity|n.神志清楚
2111|atrocious|adj.残忍的,凶恶的
2112|rhetoric|n.修辞学,浮夸之词
2113|obviate|v.消除,排除,使成为不必要
2114|sublimate|adj.升华的,纯净的,理想化的
2115|defined|adj.有定义的,外形清晰的
2116|multifarious|adj.多种的,各式各样的
2117|prudish|adj.过分正经的,大惊小怪的
2118|abstract|adj.抽象的
2119|palmy|adj.繁荣的,棕榈的
2120|latency|n.潜伏期
2121|pucker|n.皱褶
2122|muster|v.召集,集合,聚集
2123|landslide|n.山崩,压倒性胜利
2124|outgrowth|n.自然结果,产物
2125|impetus|n.推动,推动力,刺激
2126|demagogue|n.煽动者,蛊惑民心的政客
2127|daub|v.涂抹,乱画
2128|resin|n.树脂
2129|misanthrope|n.厌恶世人者,不愿与人来往者
2130|environ|v.包围,围绕
2131|flush|n.&v.脸红,冲洗
2132|amicable|adj.友好的
2133|outlet|n.出口,经销店,折扣店
2134|habituate|v.使习惯于
2135|shelve|v.搁置
2136|swear|v.诅咒
2137|fledgling|n.正在学习飞行的幼鸟,无经验的人
2138|tinder|n.火绒,引火物
2139|demography|n.人口统计学,人口学
2140|counterpoise|v.平均,平衡
2141|traduce|v.中伤,诽谤
2142|abet|v.教唆,鼓励,帮助
2143|supernova|n.超新星
2144|thesis|n.论题,论文
2145|germ|n.胚芽,微生物,细菌,起源,萌芽
2146|intrude|v.把(思想等)强加于,闯入
2147|flax|n.亚麻
2148|vouch|v.担保,证明
2149|deprecate|v.反对,批评
2150|conjure|v.恳求,祈求,变魔术,变戏法
2151|saccharin|n.糖精
2152|unification|n.统一,一致
2153|upbraid|v.斥责,责骂
2154|tatty|adj.破烂的,不整洁的
2155|derogate|v.贬低,诽谤,减损
2156|arouse|v.唤醒,激发
2157|ingestion|n.摄取,吸收
2158|cyclone|n.旋风,龙卷风
2159|divestiture|n.脱去(衣服),剥夺财产或权利,夺去...
2160|adept|adj.老练的,精通的
2161|bravado|n.故作勇敢,虚张声势
2162|obedient|adj.服从的,顺从的
2163|lout|n.粗人
2164|prolong|v.延长,拉长
2165|sheen|n.光辉,光泽
2166|canon|n.经典,真作
2167|eerie|adj.可怕的,怪异的
2168|noisome|adj.令人讨厌的,令人不快的
2169|viands|n.(复数)食品,食物
2170|amass|v.积聚
2171|pastry|n.糕点,点心
2172|parameter|n.参量,参数,界限
2173|sangfroid|n.冷静,镇定,沉着
2174|shrewd|adj.判断敏捷的,精明的
2175|olfactory|adj.嗅觉的
2176|transition|n.过渡,转变
2177|mogul|n.显要人物,权势之人
2178|hibernate|v.冬眠,蛰伏
2179|compassion|n.同情,怜悯
2180|demeanour|n.举止,行为
2181|stratify|v.(使)分层
2182|oligarchy|n.寡头政治
2183|mortify|v.使丢面子,使窘迫,使羞愧
2184|technocrat|n.技术管理人员
2185|threadbare|adj.破旧的,磨薄的
2186|slough|n.(蛇等的)蜕皮
2187|plenitude|n.完全,大量,丰富
2188|contradict|v.反驳,驳斥
2189|expropriate|v.征用,没收
2190|finery|n.华丽的服饰
2191|conviviality|adj.欢乐的,轻松快活的
2192|contrast|v.&n.对比
2193|relegate|v.降级,贬谪
2194|scarf|n.围巾,头巾
2195|bruise|v.受伤,擦伤
2196|lithe|adj.身体柔软的,易弯曲的,动作轻巧...
2197|astray|adj.迷路的,误入歧途的
2198|chastise|v.严厉惩罚,谴责
2199|halcyon|adj.平静的,愉快的
2200|luxuriant|adj.繁茂的,茂盛的,华丽的,(须发...
2201|maximize|v.使增至最大限度
2202|pregnant|adj.怀孕的,意味深长的,耐人寻味的
2203|unfold|v.展开,打开,展现,讲述
2204|offhand|adj.不友好的,不礼貌的,漫不经心的
2205|scurrilous|adj.下流的,诽谤的
2206|outline|n.轮廓,梗概
2207|silt|n.淤泥,淤沙
2208|arachnid|n.蛛形纲动物
2209|gloom|n.阴暗,昏暗,忧郁,沮丧
2210|exponent|n.说明者,倡导者,指数
2211|fast|adv.快速地,紧紧地
2212|quarry|n.猎物
2213|trepidation|n.恐惧,惶恐
2214|posture|v.故作姿态
2215|novice|n.初学者,生手,新手,见习修士
2216|choice|adj.上等的,精选的
2217|forecast|n.预测
2218|disseminate|v.散布,传播
2219|designer|n.设计者
2220|advertise|v.做广告
2221|monetary|adj.货币的
2222|behoove|v.理应,有义务
2223|hide|n.兽皮
2224|coop|n.(关家禽等的)笼子,栏舍
2225|nostalgia|n.怀念,怀旧
2226|quash|v.镇压,取消
2227|pyromania|n.纵火狂
2228|elaboration|n.详尽阐述
2229|aspirant|n.有抱负者
2230|vandalize|v.故意破坏,肆意捣毁
2231|embed|v.牢牢插入,嵌于
2232|anticipatory|adj.预想的,预期的
2233|abstruse|adj.难懂的,深奥的
2234|reinstate|v.恢复(原职)
2235|jape|v.开玩笑或讽刺
2236|screw|n.螺丝钉,螺旋,吝啬鬼
2237|strive|v.奋斗,努力
2238|madrigal|n.牧歌,合唱歌曲,情歌
2239|braggadocio|n.自夸,吹牛大王
2240|resourceful|adj.机智的
2241|marital|adj.婚姻的
2242|traceable|adj.可追踪的,由…造成的
2243|instantaneous|adj.立即的,瞬间发生的
2244|intoxicate|v.(使)沉醉,(使)欣喜若狂,(使)...
2245|horn|n.角,角质,喇叭
2246|agitated|adj.被鼓动的,不安的
2247|panorama|n.概论,全景
2248|consistent|adj.前后一致的
2249|retort|v.反驳
2250|garrulous|adj.饶舌的,喋喋不休的
2251|cylinder|n.圆柱体
2252|needy|adj.贫穷的,贫苦的
2253|smattering|n.一点点,少许
2254|ostensible|adj.表面上的
2255|supremacy|n.至高无上,霸权
2256|abolish|v.废止,废除(法律、制度、习俗等)
2257|guise|n.外表,外貌,伪装
2258|persiflage|n.挖苦,嘲弄,戏弄性的讲话(或文章)
2259|integrate|v.使成整体
2260|modest|adj.谦虚的,端庄的,适度的
2261|frugal|adj.节约的,节俭的
2262|comport|v.举止(以一种特殊方式表现)
2263|piquant|adj.辛辣的,开胃的,引人入胜的,刺...
2264|extrapolate|v.推测,推断
2265|colossus|n.巨人,巨型雕像
2266|projectile|n.抛射物(尤指子弹、炮弹),发射物
2267|weird|adj.古怪的,荒唐的
2268|ambulatory|adj.(适宜于)步行的,流动的
2269|myopic|adj.近视眼的,目光短浅的
2270|surmise|v.推测,猜测
2271|restitution|n.归还,赔偿
2272|uniform|adj.相同的,一致的
2273|craving|n.渴望,热望
2274|embroil|v.牵连,卷入纠纷
2275|exquisite|adj.精美的,近乎完美的
2276|irrevocable|adj.无法取消的
2277|augment|v.增大,增值
2278|screwdriver|n.螺丝起子,改锥
2279|igneous|adj.火的,火成的
2280|peek|v.偷看,窥视
2281|exclaim|v.惊叫,呼喊
2282|agglomerate|v.凝聚,结块
2283|outfox|v.以机智胜过
2284|gild|v.镀金,虚饰
2285|indigenous|adj.当地的,本土的,土生土长的
2286|factotum|n.杂役,听差
2287|want|n.&v.缺乏,贫困,需要
2288|fusion|n.融合,合为一体,[物]核聚变,合成...
2289|odds|n.机会,可能性,几率
2290|submit|v.屈服,提交,递呈
2291|exceptional|adj.特别(好)的
2292|gratify|v.使高兴,令人满意,满足(愿望等)
2293|malefactor|n.罪犯,作恶者
2294|wary|adj.谨慎的,小心翼翼的
2295|sensible|adj.明智的,可感觉到的
2296|homogenize|v.使均匀,使类同
2297|sage|n.智者
2298|entice|v.怂恿,引诱
2299|temporal|adj.时间的,世俗的
2300|accord|v.同意,一致
2301|stigmatize|v.污蔑,玷污
2302|torment|n.折磨,痛苦
2303|vituperate|v.痛斥,辱骂
2304|rustler|n.偷牛(马)贼
2305|contraband|n.违禁品,走私货
2306|throne|n.宝座,王位
2307|facilitate|v.使容易,促进
2308|shudder|v.&n.战栗,发抖
2309|convalesce|v.(病)康复,复原
2310|hormone|n.荷尔蒙,激素
2311|autonomy|n.自治,独立
2312|fortitude|n.坚毅,坚韧不拔
2313|archipelago|n.群岛
2314|astrology|n.占星术,占星学
2315|apposite|adj.适当的,恰当的
2316|rescission|n.废除
2317|radius|n.半径
2318|roe|n.鱼卵
2319|isthmus|n.地峡
2320|balloon|v.快速增加
2321|lurch|v.蹒跚而行,颠簸着行进,左冲右撞,摇...
2322|elucidate|v.阐明,解释
2323|goodwill|n.友善,善意,亲善,信誉,商誉
2324|opponent|n.对手,敌手,反对者
2325|largess|n.赠送,赏赐,赠品,贺礼
2326|transfuse|v.输血,充满
2327|principle|n.原则,原理,道德准则
2328|amity|n.(人或国之间的)友好关系
2329|libertine|n.登徒子,浪荡子,好色之徒
2330|volition|n.决断力,意志
2331|fluorescent|adj.萤光的,发亮的
2332|trammel|n.鱼网
2333|fad|n.时尚,一时的爱好
2334|curriculum|n.(全部的)课程
2335|jog|v.慢而平静地前进
2336|relinquish|v.放弃,出让
2337|apoplectic|adj.中风的,愤怒的
2338|sear|v.(以烈火)烧灼
2339|apropos|adj.&adv.适宜的(地),有关
2340|contemptible|adj.令人轻视的
2341|sequential|adj.连续的,一连串的
2342|feeble|adj.虚弱的
2343|pallid|adj.苍白的,没血色的
2344|pang|n.一阵剧痛
2345|ratiocination|n.推理,推论
2346|egregious|adj.(缺点等)过分的,令人震惊的
2347|drizzle|n.毛毛雨
2348|amalgamate|v.合并,混合
2349|warrant|n.正当理由,许可证
2350|squint|v.斜视
2351|waylay|v.埋伏,伏击
2352|disquisition|n.专题讨论,专题演讲
2353|repartee|n.机灵的回答
2354|conquest|n.征服,战利品
2355|chagrin|v.&n.失望,懊恼
2356|whimsy|n.古怪,异想天开
2357|variance|n.变化,不同
